here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 241654693 5674778


CPU_CLK_UNHALTED 1504312247 2080685
INST_RETIRED 1546993976 46111729
MEM_INST_RETIRED.ALL_LOADS 631515742 71622706
MEM_INST_RETIRED.ALL_STORES 134085471 3917461
L1D.REPLACEMENT 71284056 11813775
L2_LINES_IN.ALL 35637646 8332063
IDQ_UOPS_NOT_DELIVERED.CORE 898400656 135861652
UOPS_ISSUED.ANY 2649806135 110042117
INT_MISC.RECOVERY_CYCLES_ANY 105343119 19787342
UOPS_RETIRED.RETIRE_SLOTS 1513139643 105702953
CYCLE_ACTIVITY.STALLS_MEM_ANY 423151293 36259286
EXE_ACTIVITY.BOUND_ON_STORES 653347 246619
EXE_ACTIVITY.1_PORTS_UTIL 204924235 13061811
EXE_ACTIVITY.2_PORTS_UTIL 236959655 12554334
EXE_ACTIVITY.EXE_BOUND_0_PORTS 16429052 2086567
CYCLE_ACTIVITY.STALLS_L1D_MISS 350659683 49400768
CYCLE_ACTIVITY.STALLS_L2_MISS 322827608 45820336
CYCLE_ACTIVITY.STALLS_L3_MISS 283834628 33953003
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 25430115 5003983
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 280518188 7051602


CPU_CLK_UNHALTED 1712303527 2244644
INST_RETIRED 1736231479 64240354
MEM_INST_RETIRED.ALL_LOADS 708267472 81261106
MEM_INST_RETIRED.ALL_STORES 152304198 4328147
L1D.REPLACEMENT 78262493 13497367
L2_LINES_IN.ALL 38428834 9571286
IDQ_UOPS_NOT_DELIVERED.CORE 1051993298 155208213
UOPS_ISSUED.ANY 3046411227 129265859
INT_MISC.RECOVERY_CYCLES_ANY 124266960 22749779
UOPS_RETIRED.RETIRE_SLOTS 1706525788 118898904
CYCLE_ACTIVITY.STALLS_MEM_ANY 473835523 42914826
EXE_ACTIVITY.BOUND_ON_STORES 685629 291638
EXE_ACTIVITY.1_PORTS_UTIL 231887630 14618499
EXE_ACTIVITY.2_PORTS_UTIL 273275866 14771269
EXE_ACTIVITY.EXE_BOUND_0_PORTS 19160616 2423868
CYCLE_ACTIVITY.STALLS_L1D_MISS 388774456 58948132
CYCLE_ACTIVITY.STALLS_L2_MISS 356600247 55603359
CYCLE_ACTIVITY.STALLS_L3_MISS 314272480 42164909
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 28526744 5468066
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 318313790 8915719


CPU_CLK_UNHALTED 1920346897 2402872
INST_RETIRED 1922724216 80788405
MEM_INST_RETIRED.ALL_LOADS 785019038 90000472
MEM_INST_RETIRED.ALL_STORES 170613800 4677759
L1D.REPLACEMENT 85087492 15085113
L2_LINES_IN.ALL 41068536 10758333
IDQ_UOPS_NOT_DELIVERED.CORE 1207999672 174283299
UOPS_ISSUED.ANY 3449157146 151767549
INT_MISC.RECOVERY_CYCLES_ANY 143531579 25593646
UOPS_RETIRED.RETIRE_SLOTS 1898565480 131630967
CYCLE_ACTIVITY.STALLS_MEM_ANY 523367857 49551162
EXE_ACTIVITY.BOUND_ON_STORES 718484 331195
EXE_ACTIVITY.1_PORTS_UTIL 258686841 16134349
EXE_ACTIVITY.2_PORTS_UTIL 309708897 16805784
EXE_ACTIVITY.EXE_BOUND_0_PORTS 21951508 2769463
CYCLE_ACTIVITY.STALLS_L1D_MISS 425820749 68176880
CYCLE_ACTIVITY.STALLS_L2_MISS 390505405 64009616
CYCLE_ACTIVITY.STALLS_L3_MISS 345120498 48904518
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 31519541 5969221
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 357529335 10318309


CPU_CLK_UNHALTED 2128290421 2546474
INST_RETIRED 2108180987 95279414
MEM_INST_RETIRED.ALL_LOADS 861015223 98492850
MEM_INST_RETIRED.ALL_STORES 188834037 5035193
L1D.REPLACEMENT 91828884 16560380
L2_LINES_IN.ALL 43616769 11873996
IDQ_UOPS_NOT_DELIVERED.CORE 1364710525 191607061
UOPS_ISSUED.ANY 3852688958 171069771
INT_MISC.RECOVERY_CYCLES_ANY 163133592 28407083
UOPS_RETIRED.RETIRE_SLOTS 2090956177 142993845
CYCLE_ACTIVITY.STALLS_MEM_ANY 571587604 56587871
EXE_ACTIVITY.BOUND_ON_STORES 755470 361805
EXE_ACTIVITY.1_PORTS_UTIL 285480201 17520846
EXE_ACTIVITY.2_PORTS_UTIL 346378538 18796475
EXE_ACTIVITY.EXE_BOUND_0_PORTS 24808904 3132235
CYCLE_ACTIVITY.STALLS_L1D_MISS 462053474 76990957
CYCLE_ACTIVITY.STALLS_L2_MISS 422139537 73233263
CYCLE_ACTIVITY.STALLS_L3_MISS 373736874 56624276
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 33959674 6752458
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 394319636 12907511


CPU_CLK_UNHALTED 2336166400 2695896
INST_RETIRED 2293846376 107895184
MEM_INST_RETIRED.ALL_LOADS 937389809 106231997
MEM_INST_RETIRED.ALL_STORES 207214642 5338501
L1D.REPLACEMENT 98406036 18000065
L2_LINES_IN.ALL 46028921 12965282
IDQ_UOPS_NOT_DELIVERED.CORE 1521408975 207542942
UOPS_ISSUED.ANY 4257303314 189782691
INT_MISC.RECOVERY_CYCLES_ANY 183036606 31173999
UOPS_RETIRED.RETIRE_SLOTS 2282691120 153730342
CYCLE_ACTIVITY.STALLS_MEM_ANY 619019217 63521820
EXE_ACTIVITY.BOUND_ON_STORES 784497 397531
EXE_ACTIVITY.1_PORTS_UTIL 312191650 18851115
EXE_ACTIVITY.2_PORTS_UTIL 383286675 20794991
EXE_ACTIVITY.EXE_BOUND_0_PORTS 27641781 3442570
CYCLE_ACTIVITY.STALLS_L1D_MISS 497663343 85488015
CYCLE_ACTIVITY.STALLS_L2_MISS 453535350 81790635
CYCLE_ACTIVITY.STALLS_L3_MISS 402201821 63728150
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 36434024 7470737
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 431344511 15319073


CPU_CLK_UNHALTED 2544092538 2843860
INST_RETIRED 2479243841 119160991
MEM_INST_RETIRED.ALL_LOADS 1013602673 113487219
MEM_INST_RETIRED.ALL_STORES 225629446 5595776
L1D.REPLACEMENT 104867924 19393621
L2_LINES_IN.ALL 48351803 14021747
IDQ_UOPS_NOT_DELIVERED.CORE 1678566035 222691729
UOPS_ISSUED.ANY 4664191102 208832550
INT_MISC.RECOVERY_CYCLES_ANY 202869264 33667390
UOPS_RETIRED.RETIRE_SLOTS 2473394021 164422105
CYCLE_ACTIVITY.STALLS_MEM_ANY 666628971 69570889
EXE_ACTIVITY.BOUND_ON_STORES 816694 426458
EXE_ACTIVITY.1_PORTS_UTIL 338791608 20151821
EXE_ACTIVITY.2_PORTS_UTIL 420013074 22500331
EXE_ACTIVITY.EXE_BOUND_0_PORTS 30498905 3745426
CYCLE_ACTIVITY.STALLS_L1D_MISS 532953213 93478544
CYCLE_ACTIVITY.STALLS_L2_MISS 484072532 90256882
CYCLE_ACTIVITY.STALLS_L3_MISS 429954857 70751585
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 38842853 8190025
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 467622993 17931920


CPU_CLK_UNHALTED 2751953390 2980049
INST_RETIRED 2665052043 129664064
MEM_INST_RETIRED.ALL_LOADS 1089739134 120570152
MEM_INST_RETIRED.ALL_STORES 244108647 5866265
L1D.REPLACEMENT 111288762 20701062
L2_LINES_IN.ALL 50608302 15027747
IDQ_UOPS_NOT_DELIVERED.CORE 1835838106 236754794
UOPS_ISSUED.ANY 5071658780 226254377
INT_MISC.RECOVERY_CYCLES_ANY 222992809 36183830
UOPS_RETIRED.RETIRE_SLOTS 2665144577 173807404
CYCLE_ACTIVITY.STALLS_MEM_ANY 713311295 75927722
EXE_ACTIVITY.BOUND_ON_STORES 848543 455302
EXE_ACTIVITY.1_PORTS_UTIL 365288854 21437083
EXE_ACTIVITY.2_PORTS_UTIL 456688571 24054307
EXE_ACTIVITY.EXE_BOUND_0_PORTS 33373833 4042573
CYCLE_ACTIVITY.STALLS_L1D_MISS 568051640 101044053
CYCLE_ACTIVITY.STALLS_L2_MISS 514194321 98242458
CYCLE_ACTIVITY.STALLS_L3_MISS 457266689 77415559
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 41099726 8929767
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 503478690 20611775


CPU_CLK_UNHALTED 2959892402 3113184
INST_RETIRED 2849090165 139919422
MEM_INST_RETIRED.ALL_LOADS 1165372490 127310938
MEM_INST_RETIRED.ALL_STORES 262498862 6112314
L1D.REPLACEMENT 117628539 21983608
L2_LINES_IN.ALL 52784922 16020601
IDQ_UOPS_NOT_DELIVERED.CORE 1995455646 251566010
UOPS_ISSUED.ANY 5481931707 244966828
INT_MISC.RECOVERY_CYCLES_ANY 243101759 38509423
UOPS_RETIRED.RETIRE_SLOTS 2856784156 182838206
CYCLE_ACTIVITY.STALLS_MEM_ANY 759865044 81844812
EXE_ACTIVITY.BOUND_ON_STORES 873852 485463
EXE_ACTIVITY.1_PORTS_UTIL 391753659 22670676
EXE_ACTIVITY.2_PORTS_UTIL 493661266 25696846
EXE_ACTIVITY.EXE_BOUND_0_PORTS 36269157 4331640
CYCLE_ACTIVITY.STALLS_L1D_MISS 602230678 108777056
CYCLE_ACTIVITY.STALLS_L2_MISS 543881566 106173048
CYCLE_ACTIVITY.STALLS_L3_MISS 484229256 84052761
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 43407365 9624900
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 539229365 23666560


CPU_CLK_UNHALTED 3167757063 3268202
INST_RETIRED 3033935716 149183262
MEM_INST_RETIRED.ALL_LOADS 1241251281 133693692
MEM_INST_RETIRED.ALL_STORES 281016872 6340486
L1D.REPLACEMENT 123913719 23210395
L2_LINES_IN.ALL 54919575 16969821
IDQ_UOPS_NOT_DELIVERED.CORE 2153961919 264736978
UOPS_ISSUED.ANY 5893528355 263090873
INT_MISC.RECOVERY_CYCLES_ANY 263245166 40729248
UOPS_RETIRED.RETIRE_SLOTS 3048384652 191400447
CYCLE_ACTIVITY.STALLS_MEM_ANY 806061804 87650249
EXE_ACTIVITY.BOUND_ON_STORES 889923 519829
EXE_ACTIVITY.1_PORTS_UTIL 418216649 23837411
EXE_ACTIVITY.2_PORTS_UTIL 530671662 27266841
EXE_ACTIVITY.EXE_BOUND_0_PORTS 39201761 4630619
CYCLE_ACTIVITY.STALLS_L1D_MISS 635878469 116364908
CYCLE_ACTIVITY.STALLS_L2_MISS 573082167 113760279
CYCLE_ACTIVITY.STALLS_L3_MISS 510744602 90391982
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 45525821 10377633
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 574439165 26396008


CPU_CLK_UNHALTED 3375772266 3403303
INST_RETIRED 3219294349 157635284
MEM_INST_RETIRED.ALL_LOADS 1317193568 139762879
MEM_INST_RETIRED.ALL_STORES 299609267 6577622
L1D.REPLACEMENT 130221256 24371025
L2_LINES_IN.ALL 57033153 17880536
IDQ_UOPS_NOT_DELIVERED.CORE 2312038647 277184855
UOPS_ISSUED.ANY 6304922763 279740382
INT_MISC.RECOVERY_CYCLES_ANY 283468998 42873190
UOPS_RETIRED.RETIRE_SLOTS 3240330995 199457235
CYCLE_ACTIVITY.STALLS_MEM_ANY 852221232 93111610
EXE_ACTIVITY.BOUND_ON_STORES 913389 547735
EXE_ACTIVITY.1_PORTS_UTIL 444562956 25016198
EXE_ACTIVITY.2_PORTS_UTIL 567777135 28814427
EXE_ACTIVITY.EXE_BOUND_0_PORTS 42066816 4868069
CYCLE_ACTIVITY.STALLS_L1D_MISS 669041153 123866535
CYCLE_ACTIVITY.STALLS_L2_MISS 601894656 121229436
CYCLE_ACTIVITY.STALLS_L3_MISS 536954001 96616589
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 47584367 11147049
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 609396483 29269599


CPU_CLK_UNHALTED 3583755825 3527646
INST_RETIRED 3406089365 165316050
MEM_INST_RETIRED.ALL_LOADS 1394210738 145291650
MEM_INST_RETIRED.ALL_STORES 318503049 6876837
L1D.REPLACEMENT 136482949 25500755
L2_LINES_IN.ALL 59091448 18774344
IDQ_UOPS_NOT_DELIVERED.CORE 2469513575 288550938
UOPS_ISSUED.ANY 6716491399 295908524
INT_MISC.RECOVERY_CYCLES_ANY 303771738 44962695
UOPS_RETIRED.RETIRE_SLOTS 3432665918 207106312
CYCLE_ACTIVITY.STALLS_MEM_ANY 898048281 98503574
EXE_ACTIVITY.BOUND_ON_STORES 931428 577585
EXE_ACTIVITY.1_PORTS_UTIL 470753187 26228013
EXE_ACTIVITY.2_PORTS_UTIL 604590693 30128253
EXE_ACTIVITY.EXE_BOUND_0_PORTS 44944981 5101985
CYCLE_ACTIVITY.STALLS_L1D_MISS 702431708 130838989
CYCLE_ACTIVITY.STALLS_L2_MISS 630859667 128169192
CYCLE_ACTIVITY.STALLS_L3_MISS 563321760 102364363
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 49537550 11952119
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 644433885 31803038


CPU_CLK_UNHALTED 3791716978 3655263
INST_RETIRED 3591902169 172773949
MEM_INST_RETIRED.ALL_LOADS 1470979182 150570407
MEM_INST_RETIRED.ALL_STORES 337319551 7137136
L1D.REPLACEMENT 142719501 26590000
L2_LINES_IN.ALL 61115588 19640662
IDQ_UOPS_NOT_DELIVERED.CORE 2627296173 299859576
UOPS_ISSUED.ANY 7127324537 310430908
INT_MISC.RECOVERY_CYCLES_ANY 323853553 46837635
UOPS_RETIRED.RETIRE_SLOTS 3625324254 214386083
CYCLE_ACTIVITY.STALLS_MEM_ANY 944307821 103327199
EXE_ACTIVITY.BOUND_ON_STORES 954858 604059
EXE_ACTIVITY.1_PORTS_UTIL 496935224 27395111
EXE_ACTIVITY.2_PORTS_UTIL 641641432 31499900
EXE_ACTIVITY.EXE_BOUND_0_PORTS 47851459 5342003
CYCLE_ACTIVITY.STALLS_L1D_MISS 735443998 137742487
CYCLE_ACTIVITY.STALLS_L2_MISS 659382309 135065099
CYCLE_ACTIVITY.STALLS_L3_MISS 589307438 108087941
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 51439862 12739796
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 679017475 34677660


CPU_CLK_UNHALTED 3999738753 3786078
INST_RETIRED 3777691245 25117765
MEM_INST_RETIRED.ALL_LOADS 1547272596 155875118
MEM_INST_RETIRED.ALL_STORES 356064446 7372647
L1D.REPLACEMENT 148947167 27642410
L2_LINES_IN.ALL 63121776 20481895
IDQ_UOPS_NOT_DELIVERED.CORE 2784880097 310615437
UOPS_ISSUED.ANY 7539027582 325419236
INT_MISC.RECOVERY_CYCLES_ANY 344073868 48706787
UOPS_RETIRED.RETIRE_SLOTS 3818461870 221289503
CYCLE_ACTIVITY.STALLS_MEM_ANY 990277429 108087226
EXE_ACTIVITY.BOUND_ON_STORES 980597 628191
EXE_ACTIVITY.1_PORTS_UTIL 523153282 28495100
EXE_ACTIVITY.2_PORTS_UTIL 678535455 32740526
EXE_ACTIVITY.EXE_BOUND_0_PORTS 50728521 5558540
CYCLE_ACTIVITY.STALLS_L1D_MISS 769051416 143953529
CYCLE_ACTIVITY.STALLS_L2_MISS 687164806 142200516
CYCLE_ACTIVITY.STALLS_L3_MISS 614604332 114084156
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 53270060 13550572
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 712584360 38663543


CPU_CLK_UNHALTED 4207761666 3910907
INST_RETIRED 3963630568 39028096
MEM_INST_RETIRED.ALL_LOADS 1623745861 160976477
MEM_INST_RETIRED.ALL_STORES 374869596 7623670
L1D.REPLACEMENT 155159896 28662362
L2_LINES_IN.ALL 65107441 21296595
IDQ_UOPS_NOT_DELIVERED.CORE 2940696086 320251245
UOPS_ISSUED.ANY 7951858455 340219795
INT_MISC.RECOVERY_CYCLES_ANY 364329463 50526757
UOPS_RETIRED.RETIRE_SLOTS 4011887055 227831586
CYCLE_ACTIVITY.STALLS_MEM_ANY 1036078219 112774727
EXE_ACTIVITY.BOUND_ON_STORES 1000447 654592
EXE_ACTIVITY.1_PORTS_UTIL 549160884 29672153
EXE_ACTIVITY.2_PORTS_UTIL 715424296 33939683
EXE_ACTIVITY.EXE_BOUND_0_PORTS 53628265 5777845
CYCLE_ACTIVITY.STALLS_L1D_MISS 802351381 150130686
CYCLE_ACTIVITY.STALLS_L2_MISS 715147856 148828994
CYCLE_ACTIVITY.STALLS_L3_MISS 640156907 119567663
