here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5553297 9517102
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 35911645 65312811


CPU_CLK_UNHALTED 413750116 67492025
INST_RETIRED 575352348 66786644
MEM_INST_RETIRED.ALL_LOADS 116818875 78826376
MEM_INST_RETIRED.ALL_STORES 66217553 28607607
L1D.REPLACEMENT 22897711 12971679
L2_LINES_IN.ALL 15491740 8151914
IDQ_UOPS_NOT_DELIVERED.CORE 81873531 103579325
UOPS_ISSUED.ANY 601167216 123612535
INT_MISC.RECOVERY_CYCLES_ANY 2402427 1839866
UOPS_RETIRED.RETIRE_SLOTS 599549784 118459721
CYCLE_ACTIVITY.STALLS_MEM_ANY 31024532 35079807
EXE_ACTIVITY.BOUND_ON_STORES 74343608 47379529
EXE_ACTIVITY.1_PORTS_UTIL 78292146 31299020
EXE_ACTIVITY.2_PORTS_UTIL 75680788 43970180
EXE_ACTIVITY.EXE_BOUND_0_PORTS 24404129 16361721
CYCLE_ACTIVITY.STALLS_L1D_MISS 35561709 57034042
CYCLE_ACTIVITY.STALLS_L2_MISS 41117122 82781231
CYCLE_ACTIVITY.STALLS_L3_MISS 39345927 78494094
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5553103 11958751
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 37447380 81816741


CPU_CLK_UNHALTED 602486496 53963021
INST_RETIRED 853621654 56124163
MEM_INST_RETIRED.ALL_LOADS 176564200 98650275
MEM_INST_RETIRED.ALL_STORES 98351699 37058657
L1D.REPLACEMENT 37137203 16720841
L2_LINES_IN.ALL 24189682 10222937
IDQ_UOPS_NOT_DELIVERED.CORE 82984708 124787608
UOPS_ISSUED.ANY 876822254 90933707
INT_MISC.RECOVERY_CYCLES_ANY 2492066 2283266
UOPS_RETIRED.RETIRE_SLOTS 850821931 79260964
CYCLE_ACTIVITY.STALLS_MEM_ANY 37991791 41831727
EXE_ACTIVITY.BOUND_ON_STORES 137987659 81654989
EXE_ACTIVITY.1_PORTS_UTIL 109100471 37861583
EXE_ACTIVITY.2_PORTS_UTIL 105904995 51812547
EXE_ACTIVITY.EXE_BOUND_0_PORTS 39360742 21502022
CYCLE_ACTIVITY.STALLS_L1D_MISS 38157771 67510645
CYCLE_ACTIVITY.STALLS_L2_MISS 42525761 96587361
CYCLE_ACTIVITY.STALLS_L3_MISS 40639678 91725557
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5553103 13974352
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 39062248 95465935


CPU_CLK_UNHALTED 791680678 83027661
INST_RETIRED 1120071906 64665076
MEM_INST_RETIRED.ALL_LOADS 236818165 115695724
MEM_INST_RETIRED.ALL_STORES 130438578 43992708
L1D.REPLACEMENT 51190140 19735740
L2_LINES_IN.ALL 32713835 11894069
IDQ_UOPS_NOT_DELIVERED.CORE 84187440 142930778
UOPS_ISSUED.ANY 1156353122 143249068
INT_MISC.RECOVERY_CYCLES_ANY 2577220 2651289
UOPS_RETIRED.RETIRE_SLOTS 1129068788 143858822
CYCLE_ACTIVITY.STALLS_MEM_ANY 41365182 47783485
EXE_ACTIVITY.BOUND_ON_STORES 192589689 97613633
EXE_ACTIVITY.1_PORTS_UTIL 140982527 43847317
EXE_ACTIVITY.2_PORTS_UTIL 137144317 58868664
EXE_ACTIVITY.EXE_BOUND_0_PORTS 55422706 26302835
CYCLE_ACTIVITY.STALLS_L1D_MISS 40207743 76742934
CYCLE_ACTIVITY.STALLS_L2_MISS 44250810 108591067
CYCLE_ACTIVITY.STALLS_L3_MISS 42206854 103223100
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5553982 15733069
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 40950317 107359591


CPU_CLK_UNHALTED 980207211 10965717
INST_RETIRED 1400961714 46491422
MEM_INST_RETIRED.ALL_LOADS 296912869 130387895
MEM_INST_RETIRED.ALL_STORES 162599454 49989508
L1D.REPLACEMENT 65318624 22388042
L2_LINES_IN.ALL 41292913 13379584
IDQ_UOPS_NOT_DELIVERED.CORE 85292797 159060104
UOPS_ISSUED.ANY 1434474375 183446941
INT_MISC.RECOVERY_CYCLES_ANY 2660280 2973988
UOPS_RETIRED.RETIRE_SLOTS 1408425486 35323078
CYCLE_ACTIVITY.STALLS_MEM_ANY 44721324 53158516
EXE_ACTIVITY.BOUND_ON_STORES 246797686 110986031
EXE_ACTIVITY.1_PORTS_UTIL 172782203 49152509
EXE_ACTIVITY.2_PORTS_UTIL 168280178 65176327
EXE_ACTIVITY.EXE_BOUND_0_PORTS 71361291 30353975
CYCLE_ACTIVITY.STALLS_L1D_MISS 42397436 84969250
CYCLE_ACTIVITY.STALLS_L2_MISS 45482769 119459566
CYCLE_ACTIVITY.STALLS_L3_MISS 43338977 113621031
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5554921 17312056
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 42403281 118113103


CPU_CLK_UNHALTED 1168680334 47763767
INST_RETIRED 1676628809 91252745
MEM_INST_RETIRED.ALL_LOADS 356053735 143477419
MEM_INST_RETIRED.ALL_STORES 194434485 55294017
L1D.REPLACEMENT 79666706 24849872
L2_LINES_IN.ALL 50057071 14781665
IDQ_UOPS_NOT_DELIVERED.CORE 86397821 173723861
UOPS_ISSUED.ANY 1682897497 97720042
INT_MISC.RECOVERY_CYCLES_ANY 2749584 3261171
UOPS_RETIRED.RETIRE_SLOTS 1681169083 93057979
CYCLE_ACTIVITY.STALLS_MEM_ANY 48837064 57863576
EXE_ACTIVITY.BOUND_ON_STORES 303176050 124122554
EXE_ACTIVITY.1_PORTS_UTIL 204388203 53919462
EXE_ACTIVITY.2_PORTS_UTIL 199067715 70872848
EXE_ACTIVITY.EXE_BOUND_0_PORTS 87059995 33838215
CYCLE_ACTIVITY.STALLS_L1D_MISS 44719765 92456192
CYCLE_ACTIVITY.STALLS_L2_MISS 46778254 129402793
CYCLE_ACTIVITY.STALLS_L3_MISS 44522396 123131402
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5554921 18757918
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 43944915 127950696


CPU_CLK_UNHALTED 1357032715 66530756
INST_RETIRED 1957711346 44671692
MEM_INST_RETIRED.ALL_LOADS 416205299 155961536
MEM_INST_RETIRED.ALL_STORES 226546070 60293174
L1D.REPLACEMENT 93711194 26995214
L2_LINES_IN.ALL 58578231 15992946
IDQ_UOPS_NOT_DELIVERED.CORE 87526074 187237195
UOPS_ISSUED.ANY 1964582328 139387335
INT_MISC.RECOVERY_CYCLES_ANY 2835679 3525670
UOPS_RETIRED.RETIRE_SLOTS 1960700772 135857523
CYCLE_ACTIVITY.STALLS_MEM_ANY 52236123 62369374
EXE_ACTIVITY.BOUND_ON_STORES 356834208 134999113
EXE_ACTIVITY.1_PORTS_UTIL 233390128 59278295
EXE_ACTIVITY.2_PORTS_UTIL 226849999 77457792
EXE_ACTIVITY.EXE_BOUND_0_PORTS 100453154 38302881
CYCLE_ACTIVITY.STALLS_L1D_MISS 48044220 99346890
CYCLE_ACTIVITY.STALLS_L2_MISS 47981508 138635151
CYCLE_ACTIVITY.STALLS_L3_MISS 45625552 131957631
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5554921 20097560
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 45384740 137084854


CPU_CLK_UNHALTED 1545582507 80998471
INST_RETIRED 2237868689 83727807
MEM_INST_RETIRED.ALL_LOADS 476170636 167260970
MEM_INST_RETIRED.ALL_STORES 258698289 64854565
L1D.REPLACEMENT 107914575 29030464
L2_LINES_IN.ALL 67201553 17145520
IDQ_UOPS_NOT_DELIVERED.CORE 88527201 199886574
UOPS_ISSUED.ANY 2244299117 172097707
INT_MISC.RECOVERY_CYCLES_ANY 2920631 3772345
UOPS_RETIRED.RETIRE_SLOTS 2239417857 169028520
CYCLE_ACTIVITY.STALLS_MEM_ANY 55756183 66612066
EXE_ACTIVITY.BOUND_ON_STORES 410777328 145059060
EXE_ACTIVITY.1_PORTS_UTIL 265255960 63585544
EXE_ACTIVITY.2_PORTS_UTIL 258032738 82622241
EXE_ACTIVITY.EXE_BOUND_0_PORTS 116516237 41571158
CYCLE_ACTIVITY.STALLS_L1D_MISS 50264504 105872413
CYCLE_ACTIVITY.STALLS_L2_MISS 49279260 147289325
CYCLE_ACTIVITY.STALLS_L3_MISS 46819035 140229283
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5554921 21356153
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 46859026 145659076


CPU_CLK_UNHALTED 1734425061 93536746
INST_RETIRED 2500984213 119798748
MEM_INST_RETIRED.ALL_LOADS 532453360 177600278
MEM_INST_RETIRED.ALL_STORES 289481211 68958744
L1D.REPLACEMENT 122300403 30998301
L2_LINES_IN.ALL 75985749 18276507
IDQ_UOPS_NOT_DELIVERED.CORE 89619964 211763123
UOPS_ISSUED.ANY 2518325201 193873831
INT_MISC.RECOVERY_CYCLES_ANY 3010271 4002388
UOPS_RETIRED.RETIRE_SLOTS 2514959869 193621007
CYCLE_ACTIVITY.STALLS_MEM_ANY 59772060 70488429
EXE_ACTIVITY.BOUND_ON_STORES 465379894 154804795
EXE_ACTIVITY.1_PORTS_UTIL 296954916 67593473
EXE_ACTIVITY.2_PORTS_UTIL 288929622 87445278
EXE_ACTIVITY.EXE_BOUND_0_PORTS 132432676 44557042
CYCLE_ACTIVITY.STALLS_L1D_MISS 52679557 111989983
CYCLE_ACTIVITY.STALLS_L2_MISS 50605698 155452749
CYCLE_ACTIVITY.STALLS_L3_MISS 48034536 148031656
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555870 22543839
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 48384367 153744279


CPU_CLK_UNHALTED 1922679698 104192201
INST_RETIRED 2783532990 47552223
MEM_INST_RETIRED.ALL_LOADS 592704335 188016234
MEM_INST_RETIRED.ALL_STORES 321600330 73085710
L1D.REPLACEMENT 136345306 32756395
L2_LINES_IN.ALL 84509300 19276271
IDQ_UOPS_NOT_DELIVERED.CORE 90721702 222981720
UOPS_ISSUED.ANY 2800931690 219444102
INT_MISC.RECOVERY_CYCLES_ANY 3091970 4220178
UOPS_RETIRED.RETIRE_SLOTS 2769002814 243107266
CYCLE_ACTIVITY.STALLS_MEM_ANY 66742135 76204587
EXE_ACTIVITY.BOUND_ON_STORES 528190603 174845094
EXE_ACTIVITY.1_PORTS_UTIL 328571562 71384822
EXE_ACTIVITY.2_PORTS_UTIL 320053661 92042217
EXE_ACTIVITY.EXE_BOUND_0_PORTS 148423126 47391743
CYCLE_ACTIVITY.STALLS_L1D_MISS 54799443 117827173
CYCLE_ACTIVITY.STALLS_L2_MISS 51880030 163204651
CYCLE_ACTIVITY.STALLS_L3_MISS 49209875 155436499
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555870 23670514
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 49905006 161414539


CPU_CLK_UNHALTED 2111160560 113897188
INST_RETIRED 3062983253 79122190
MEM_INST_RETIRED.ALL_LOADS 652616182 197640019
MEM_INST_RETIRED.ALL_STORES 353756606 76951833
L1D.REPLACEMENT 150565753 34466565
L2_LINES_IN.ALL 93140789 20249788
IDQ_UOPS_NOT_DELIVERED.CORE 91877159 233680547
UOPS_ISSUED.ANY 3079512479 241751950
INT_MISC.RECOVERY_CYCLES_ANY 3174292 4428903
UOPS_RETIRED.RETIRE_SLOTS 3047697587 26678362
CYCLE_ACTIVITY.STALLS_MEM_ANY 70196316 79986555
EXE_ACTIVITY.BOUND_ON_STORES 582341044 183584323
EXE_ACTIVITY.1_PORTS_UTIL 360367775 75018154
EXE_ACTIVITY.2_PORTS_UTIL 351138948 96441370
EXE_ACTIVITY.EXE_BOUND_0_PORTS 164432669 50086794
CYCLE_ACTIVITY.STALLS_L1D_MISS 57086652 123375297
CYCLE_ACTIVITY.STALLS_L2_MISS 53214657 170604512
CYCLE_ACTIVITY.STALLS_L3_MISS 50438907 162506290
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555870 24746746
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 51412953 168747496


CPU_CLK_UNHALTED 2300110230 123136598
INST_RETIRED 3324968593 116745111
MEM_INST_RETIRED.ALL_LOADS 712382112 206922051
MEM_INST_RETIRED.ALL_STORES 385686858 80603864
L1D.REPLACEMENT 164780935 36094937
L2_LINES_IN.ALL 101811784 21187527
IDQ_UOPS_NOT_DELIVERED.CORE 92959219 243931038
UOPS_ISSUED.ANY 3355782352 259951329
INT_MISC.RECOVERY_CYCLES_ANY 3265244 4625412
UOPS_RETIRED.RETIRE_SLOTS 3322042474 75891681
CYCLE_ACTIVITY.STALLS_MEM_ANY 74283724 83508476
EXE_ACTIVITY.BOUND_ON_STORES 637271687 192236937
EXE_ACTIVITY.1_PORTS_UTIL 392056749 78462666
EXE_ACTIVITY.2_PORTS_UTIL 382035631 100615469
EXE_ACTIVITY.EXE_BOUND_0_PORTS 180463116 52658212
CYCLE_ACTIVITY.STALLS_L1D_MISS 59407285 128688402
CYCLE_ACTIVITY.STALLS_L2_MISS 55327185 177647695
CYCLE_ACTIVITY.STALLS_L3_MISS 52377147 169232919
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555885 25779045
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 53685674 175731468


CPU_CLK_UNHALTED 2488470026 131380905
INST_RETIRED 3608558122 140011312
MEM_INST_RETIRED.ALL_LOADS 772845875 215969521
MEM_INST_RETIRED.ALL_STORES 417896016 84175565
L1D.REPLACEMENT 178988067 37667224
L2_LINES_IN.ALL 110436483 22085778
IDQ_UOPS_NOT_DELIVERED.CORE 94213700 253725737
UOPS_ISSUED.ANY 3612640450 109383864
INT_MISC.RECOVERY_CYCLES_ANY 3348949 4815453
UOPS_RETIRED.RETIRE_SLOTS 3600925455 108902415
CYCLE_ACTIVITY.STALLS_MEM_ANY 77914719 86895491
EXE_ACTIVITY.BOUND_ON_STORES 692051467 200590998
EXE_ACTIVITY.1_PORTS_UTIL 424175379 81851233
EXE_ACTIVITY.2_PORTS_UTIL 413603955 104712433
EXE_ACTIVITY.EXE_BOUND_0_PORTS 196895881 55236191
CYCLE_ACTIVITY.STALLS_L1D_MISS 61494509 133813691
CYCLE_ACTIVITY.STALLS_L2_MISS 56526978 184488126
CYCLE_ACTIVITY.STALLS_L3_MISS 53480097 175765204
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555885 26770002
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 55109440 182500558


CPU_CLK_UNHALTED 2676806535 139143200
INST_RETIRED 3884876102 154315182
MEM_INST_RETIRED.ALL_LOADS 832232148 224343891
MEM_INST_RETIRED.ALL_STORES 449751869 87497434
L1D.REPLACEMENT 193089353 39148230
L2_LINES_IN.ALL 118998852 22932112
IDQ_UOPS_NOT_DELIVERED.CORE 95339529 263207568
UOPS_ISSUED.ANY 3888527643 131693902
INT_MISC.RECOVERY_CYCLES_ANY 3447236 4994536
UOPS_RETIRED.RETIRE_SLOTS 3876403688 132332842
CYCLE_ACTIVITY.STALLS_MEM_ANY 81571920 90234928
EXE_ACTIVITY.BOUND_ON_STORES 746997147 208528333
EXE_ACTIVITY.1_PORTS_UTIL 455821799 85013576
EXE_ACTIVITY.2_PORTS_UTIL 444460810 108564187
EXE_ACTIVITY.EXE_BOUND_0_PORTS 212789126 57536581
CYCLE_ACTIVITY.STALLS_L1D_MISS 63745165 138728743
CYCLE_ACTIVITY.STALLS_L2_MISS 57912440 191053962
CYCLE_ACTIVITY.STALLS_L3_MISS 54753437 182036024
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555885 27725099
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 56723214 188999332


CPU_CLK_UNHALTED 2865253575 146516710
INST_RETIRED 4159167717 18794802
MEM_INST_RETIRED.ALL_LOADS 891268117 232382719
MEM_INST_RETIRED.ALL_STORES 481515490 90683641
L1D.REPLACEMENT 207217185 40578279
L2_LINES_IN.ALL 127616161 23758702
IDQ_UOPS_NOT_DELIVERED.CORE 96435309 272341615
UOPS_ISSUED.ANY 4162119942 148214779
INT_MISC.RECOVERY_CYCLES_ANY 3540627 5168066
UOPS_RETIRED.RETIRE_SLOTS 4149804576 150047497
CYCLE_ACTIVITY.STALLS_MEM_ANY 85645513 93401177
EXE_ACTIVITY.BOUND_ON_STORES 802453511 216393678
EXE_ACTIVITY.1_PORTS_UTIL 484583049 89472617
EXE_ACTIVITY.2_PORTS_UTIL 471761536 114181876
EXE_ACTIVITY.EXE_BOUND_0_PORTS 225953532 61503556
CYCLE_ACTIVITY.STALLS_L1D_MISS 67356118 143515642
CYCLE_ACTIVITY.STALLS_L2_MISS 59227750 197418801
CYCLE_ACTIVITY.STALLS_L3_MISS 55959185 188114710
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555885 28650110
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 58267404 195300229


CPU_CLK_UNHALTED 3054154091 153785657
INST_RETIRED 4427237817 100300262
MEM_INST_RETIRED.ALL_LOADS 948414906 240572042
MEM_INST_RETIRED.ALL_STORES 512477013 93842529
L1D.REPLACEMENT 221336359 41975042
L2_LINES_IN.ALL 136189449 24560040
IDQ_UOPS_NOT_DELIVERED.CORE 97508599 281185573
UOPS_ISSUED.ANY 4443520088 168798217
INT_MISC.RECOVERY_CYCLES_ANY 3624173 5338687
UOPS_RETIRED.RETIRE_SLOTS 4431424926 173113350
CYCLE_ACTIVITY.STALLS_MEM_ANY 88466893 96622475
EXE_ACTIVITY.BOUND_ON_STORES 856289499 223479734
EXE_ACTIVITY.1_PORTS_UTIL 516565670 92563687
EXE_ACTIVITY.2_PORTS_UTIL 503144972 117935698
EXE_ACTIVITY.EXE_BOUND_0_PORTS 242288180 63864289
CYCLE_ACTIVITY.STALLS_L1D_MISS 69314635 148165464
CYCLE_ACTIVITY.STALLS_L2_MISS 60497843 203590467
CYCLE_ACTIVITY.STALLS_L3_MISS 57133325 194007883
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555885 29545420
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 59798536 201403964


CPU_CLK_UNHALTED 3242553519 160444153
INST_RETIRED 4702834762 114392261
MEM_INST_RETIRED.ALL_LOADS 1007797048 248162324
MEM_INST_RETIRED.ALL_STORES 544348221 96847300
L1D.REPLACEMENT 235493959 43318023
L2_LINES_IN.ALL 144788696 25329966
IDQ_UOPS_NOT_DELIVERED.CORE 98413730 289795705
UOPS_ISSUED.ANY 4719271211 184876801
INT_MISC.RECOVERY_CYCLES_ANY 3708778 5504916
UOPS_RETIRED.RETIRE_SLOTS 4705348319 187864060
CYCLE_ACTIVITY.STALLS_MEM_ANY 92403844 99621721
EXE_ACTIVITY.BOUND_ON_STORES 911995516 230894801
EXE_ACTIVITY.1_PORTS_UTIL 548130970 95485665
EXE_ACTIVITY.2_PORTS_UTIL 533904034 121514283
EXE_ACTIVITY.EXE_BOUND_0_PORTS 258029120 65986778
CYCLE_ACTIVITY.STALLS_L1D_MISS 71638802 152631647
CYCLE_ACTIVITY.STALLS_L2_MISS 61820226 209581795
CYCLE_ACTIVITY.STALLS_L3_MISS 58344682 199729072
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5555885 30416465
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 61350344 207334405


CPU_CLK_UNHALTED 3430980805 166855091
INST_RETIRED 4977894815 127706026
MEM_INST_RETIRED.ALL_LOADS 1066809551 255537809
MEM_INST_RETIRED.ALL_STORES 576100834 99759960
L1D.REPLACEMENT 249599997 44616220
L2_LINES_IN.ALL 153395659 26080877
IDQ_UOPS_NOT_DELIVERED.CORE 99547163 298111715
UOPS_ISSUED.ANY 4988762325 195341434
INT_MISC.RECOVERY_CYCLES_ANY 3800306 5664319
UOPS_RETIRED.RETIRE_SLOTS 4955850453 247479083
CYCLE_ACTIVITY.STALLS_MEM_ANY 99577029 104706935
EXE_ACTIVITY.BOUND_ON_STORES 975741563 247661799
EXE_ACTIVITY.1_PORTS_UTIL 579637788 98312944
EXE_ACTIVITY.2_PORTS_UTIL 564503338 124971478
EXE_ACTIVITY.EXE_BOUND_0_PORTS 273863224 68078064
CYCLE_ACTIVITY.STALLS_L1D_MISS 73990320 156967366
CYCLE_ACTIVITY.STALLS_L2_MISS 63252522 215391017
CYCLE_ACTIVITY.STALLS_L3_MISS 59662601 205274284
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 5557060 31260603
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 63026734 213082109


CPU_CLK_UNHALTED 3619424080 173051881
INST_RETIRED 5254810731 146790342
MEM_INST_RETIRED.ALL_LOADS 1127076956 262910956
MEM_INST_RETIRED.ALL_STORES 608157983 102645039
L1D.REPLACEMENT 263503663 45839728
L2_LINES_IN.ALL 161840628 26784484
IDQ_UOPS_NOT_DELIVERED.CORE 100594532 306237216
UOPS_ISSUED.ANY 5270292955 212499561
INT_MISC.RECOVERY_CYCLES_ANY 3887336 5818221
UOPS_RETIRED.RETIRE_SLOTS 5237219474 265753511
CYCLE_ACTIVITY.STALLS_MEM_ANY 102418699 107758855
EXE_ACTIVITY.BOUND_ON_STORES 1029461785 254303244
EXE_ACTIVITY.1_PORTS_UTIL 609750213 101679264
EXE_ACTIVITY.2_PORTS_UTIL 593774153 129054080
EXE_ACTIVITY.EXE_BOUND_0_PORTS 288471776 70658412
CYCLE_ACTIVITY.STALLS_L1D_MISS 76702369 161237722
CYCLE_ACTIVITY.STALLS_L2_MISS 64646396 221047522
CYCLE_ACTIVITY.STALLS_L3_MISS 60929015 210675613
