here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
L1D.REPLACEMENT 2428658 264715
L2_LINES_IN.ALL 17817 32538
IDQ_UOPS_NOT_DELIVERED.CORE 809277146 3577186
UOPS_ISSUED.ANY 1363033525 6562318
INT_MISC.RECOVERY_CYCLES_ANY 72863418 849421
UOPS_RETIRED.RETIRE_SLOTS 829832490 7670821
CYCLE_ACTIVITY.STALLS_MEM_ANY 89896483 710823
EXE_ACTIVITY.BOUND_ON_STORES 16593 11303
EXE_ACTIVITY.1_PORTS_UTIL 94779774 558090
EXE_ACTIVITY.2_PORTS_UTIL 115880489 1194044
EXE_ACTIVITY.EXE_BOUND_0_PORTS 11690165 99104
CYCLE_ACTIVITY.STALLS_L1D_MISS 3646946 317877
CYCLE_ACTIVITY.STALLS_L2_MISS 386729 87838
CYCLE_ACTIVITY.STALLS_L3_MISS 319894 77432
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 393136 94878


CPU_CLK_UNHALTED 883184310 2225433
INST_RETIRED 1073826548 5988219
MEM_INST_RETIRED.ALL_LOADS 292069352 3509652
MEM_INST_RETIRED.ALL_STORES 101167475 1213700
L1D.REPLACEMENT 3362849 398975
L2_LINES_IN.ALL 20821 37805
IDQ_UOPS_NOT_DELIVERED.CORE 1065281030 4484152
UOPS_ISSUED.ANY 1795276635 7956576
INT_MISC.RECOVERY_CYCLES_ANY 95693625 1418795
UOPS_RETIRED.RETIRE_SLOTS 1097515146 10600882
CYCLE_ACTIVITY.STALLS_MEM_ANY 118633117 1056954
EXE_ACTIVITY.BOUND_ON_STORES 25499 38417
EXE_ACTIVITY.1_PORTS_UTIL 125743134 749426
EXE_ACTIVITY.2_PORTS_UTIL 154127818 1588864
EXE_ACTIVITY.EXE_BOUND_0_PORTS 15478693 139793
CYCLE_ACTIVITY.STALLS_L1D_MISS 5039854 472434
CYCLE_ACTIVITY.STALLS_L2_MISS 463545 132876
CYCLE_ACTIVITY.STALLS_L3_MISS 377503 117831
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 465448 143810


CPU_CLK_UNHALTED 1091879435 2513807
INST_RETIRED 1325672059 7564187
MEM_INST_RETIRED.ALL_LOADS 359215802 5379574
MEM_INST_RETIRED.ALL_STORES 124470777 1887770
L1D.REPLACEMENT 4590668 685587
L2_LINES_IN.ALL 22986 42395
IDQ_UOPS_NOT_DELIVERED.CORE 1322410450 6958969
UOPS_ISSUED.ANY 2228691860 9390784
INT_MISC.RECOVERY_CYCLES_ANY 118583056 1691648
UOPS_RETIRED.RETIRE_SLOTS 1363978890 12091014
CYCLE_ACTIVITY.STALLS_MEM_ANY 147413307 1244542
EXE_ACTIVITY.BOUND_ON_STORES 39519 48519
EXE_ACTIVITY.1_PORTS_UTIL 156758408 1145077
EXE_ACTIVITY.2_PORTS_UTIL 192702253 2458144
EXE_ACTIVITY.EXE_BOUND_0_PORTS 19265259 177745
CYCLE_ACTIVITY.STALLS_L1D_MISS 6499861 775698
CYCLE_ACTIVITY.STALLS_L2_MISS 518565 179469
CYCLE_ACTIVITY.STALLS_L3_MISS 420668 156343
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 518086 192597


CPU_CLK_UNHALTED 1300529019 2774515
INST_RETIRED 1576770836 9260539
MEM_INST_RETIRED.ALL_LOADS 427034403 6363054
MEM_INST_RETIRED.ALL_STORES 147863241 2354709
L1D.REPLACEMENT 5682209 812772
L2_LINES_IN.ALL 24426 46648
IDQ_UOPS_NOT_DELIVERED.CORE 1578249440 8039005
UOPS_ISSUED.ANY 2660871314 10476654
INT_MISC.RECOVERY_CYCLES_ANY 141560989 1883556
UOPS_RETIRED.RETIRE_SLOTS 1629927683 13470284
CYCLE_ACTIVITY.STALLS_MEM_ANY 176307984 1379372
EXE_ACTIVITY.BOUND_ON_STORES 45955 53047
EXE_ACTIVITY.1_PORTS_UTIL 187895920 1437681
EXE_ACTIVITY.2_PORTS_UTIL 231139993 2833806
EXE_ACTIVITY.EXE_BOUND_0_PORTS 23047967 218587
CYCLE_ACTIVITY.STALLS_L1D_MISS 8004787 928427
CYCLE_ACTIVITY.STALLS_L2_MISS 588978 205343
CYCLE_ACTIVITY.STALLS_L3_MISS 477294 178241
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 581882 222952


CPU_CLK_UNHALTED 1509183263 3011402
INST_RETIRED 1828721271 11184901
MEM_INST_RETIRED.ALL_LOADS 494246632 7788498
MEM_INST_RETIRED.ALL_STORES 171060254 2988330
L1D.REPLACEMENT 6752461 962024
L2_LINES_IN.ALL 29055 50434
IDQ_UOPS_NOT_DELIVERED.CORE 1833796078 8823749
UOPS_ISSUED.ANY 3093899162 11595859
INT_MISC.RECOVERY_CYCLES_ANY 164692314 2108852
UOPS_RETIRED.RETIRE_SLOTS 1895596485 15221686
CYCLE_ACTIVITY.STALLS_MEM_ANY 205266066 1526273
EXE_ACTIVITY.BOUND_ON_STORES 48836 57688
EXE_ACTIVITY.1_PORTS_UTIL 218776483 1658788
EXE_ACTIVITY.2_PORTS_UTIL 269078689 3339226
EXE_ACTIVITY.EXE_BOUND_0_PORTS 26868944 255687
CYCLE_ACTIVITY.STALLS_L1D_MISS 9421770 1098555
CYCLE_ACTIVITY.STALLS_L2_MISS 650008 233663
CYCLE_ACTIVITY.STALLS_L3_MISS 523429 204420
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 636752 255075


CPU_CLK_UNHALTED 1717844381 3232562
INST_RETIRED 2083582563 12723587
MEM_INST_RETIRED.ALL_LOADS 562313196 8485530
MEM_INST_RETIRED.ALL_STORES 194764845 3236559
L1D.REPLACEMENT 7911815 1090148
L2_LINES_IN.ALL 31388 54113
IDQ_UOPS_NOT_DELIVERED.CORE 2090281848 9729151
UOPS_ISSUED.ANY 3528670828 13790801
INT_MISC.RECOVERY_CYCLES_ANY 187421379 2346156
UOPS_RETIRED.RETIRE_SLOTS 2163967682 16837694
CYCLE_ACTIVITY.STALLS_MEM_ANY 233884191 1689191
EXE_ACTIVITY.BOUND_ON_STORES 57981 67722
EXE_ACTIVITY.1_PORTS_UTIL 249833792 1879120
EXE_ACTIVITY.2_PORTS_UTIL 307802205 3940909
EXE_ACTIVITY.EXE_BOUND_0_PORTS 30643530 288576
CYCLE_ACTIVITY.STALLS_L1D_MISS 10906519 1226980
CYCLE_ACTIVITY.STALLS_L2_MISS 768941 259733
CYCLE_ACTIVITY.STALLS_L3_MISS 621317 227063
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 745236 278064


CPU_CLK_UNHALTED 1926043733 4242808
INST_RETIRED 2337516424 14060225
MEM_INST_RETIRED.ALL_LOADS 631494841 10360023
MEM_INST_RETIRED.ALL_STORES 218858107 3967410
L1D.REPLACEMENT 8803211 1342678
L2_LINES_IN.ALL 38926 58050
IDQ_UOPS_NOT_DELIVERED.CORE 2346393999 11137432
UOPS_ISSUED.ANY 3961171199 14958594
INT_MISC.RECOVERY_CYCLES_ANY 210403374 3154873
UOPS_RETIRED.RETIRE_SLOTS 2432766025 22054380
CYCLE_ACTIVITY.STALLS_MEM_ANY 262810589 2653614
EXE_ACTIVITY.BOUND_ON_STORES 79048 76039
EXE_ACTIVITY.1_PORTS_UTIL 280390397 3075473
EXE_ACTIVITY.2_PORTS_UTIL 345170795 5996850
EXE_ACTIVITY.EXE_BOUND_0_PORTS 34407862 455917
CYCLE_ACTIVITY.STALLS_L1D_MISS 12513425 2048457
CYCLE_ACTIVITY.STALLS_L2_MISS 1009471 834025
CYCLE_ACTIVITY.STALLS_L3_MISS 799685 637268
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 22384
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 960350 727297


CPU_CLK_UNHALTED 2134613792 4486939
INST_RETIRED 2591570940 15015844
MEM_INST_RETIRED.ALL_LOADS 700712751 11130078
MEM_INST_RETIRED.ALL_STORES 242919111 4261950
L1D.REPLACEMENT 9617060 1453378
L2_LINES_IN.ALL 42461 61377
IDQ_UOPS_NOT_DELIVERED.CORE 2602477300 12035708
UOPS_ISSUED.ANY 4393566948 15952719
INT_MISC.RECOVERY_CYCLES_ANY 233774593 3449383
UOPS_RETIRED.RETIRE_SLOTS 2696031788 24728176
CYCLE_ACTIVITY.STALLS_MEM_ANY 291954286 2931303
EXE_ACTIVITY.BOUND_ON_STORES 89720 106259
EXE_ACTIVITY.1_PORTS_UTIL 311085916 3315742
EXE_ACTIVITY.2_PORTS_UTIL 382728303 6520127
EXE_ACTIVITY.EXE_BOUND_0_PORTS 38199154 485125
CYCLE_ACTIVITY.STALLS_L1D_MISS 13728836 2215540
CYCLE_ACTIVITY.STALLS_L2_MISS 1122331 883522
CYCLE_ACTIVITY.STALLS_L3_MISS 896774 677268
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 23261
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1086523 774437


CPU_CLK_UNHALTED 2342720160 4714545
INST_RETIRED 2842471419 16682833
MEM_INST_RETIRED.ALL_LOADS 768745728 11961063
MEM_INST_RETIRED.ALL_STORES 266625558 4550148
L1D.REPLACEMENT 10588472 1542512
L2_LINES_IN.ALL 62519 112814
IDQ_UOPS_NOT_DELIVERED.CORE 2857567117 12749321
UOPS_ISSUED.ANY 4824735118 17036697
INT_MISC.RECOVERY_CYCLES_ANY 256780841 3701941
UOPS_RETIRED.RETIRE_SLOTS 2961047427 26459540
CYCLE_ACTIVITY.STALLS_MEM_ANY 320915967 3120990
EXE_ACTIVITY.BOUND_ON_STORES 98549 113143
EXE_ACTIVITY.1_PORTS_UTIL 341907186 3547619
EXE_ACTIVITY.2_PORTS_UTIL 420666784 6871070
EXE_ACTIVITY.EXE_BOUND_0_PORTS 41941565 529711
CYCLE_ACTIVITY.STALLS_L1D_MISS 15198747 2446344
CYCLE_ACTIVITY.STALLS_L2_MISS 1252882 929615
CYCLE_ACTIVITY.STALLS_L3_MISS 1000566 712777
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 24695
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1213465 815534


CPU_CLK_UNHALTED 2551312971 4934413
INST_RETIRED 3093684978 18135568
MEM_INST_RETIRED.ALL_LOADS 836601882 12872217
MEM_INST_RETIRED.ALL_STORES 290210587 4864614
L1D.REPLACEMENT 11647197 1693591
L2_LINES_IN.ALL 82562 160067
IDQ_UOPS_NOT_DELIVERED.CORE 3104338008 13674144
UOPS_ISSUED.ANY 5241840208 18851260
INT_MISC.RECOVERY_CYCLES_ANY 279433876 4051139
UOPS_RETIRED.RETIRE_SLOTS 3228203551 28135347
CYCLE_ACTIVITY.STALLS_MEM_ANY 349776762 3309338
EXE_ACTIVITY.BOUND_ON_STORES 104556 117484
EXE_ACTIVITY.1_PORTS_UTIL 373157252 3874640
EXE_ACTIVITY.2_PORTS_UTIL 459069462 7290763
EXE_ACTIVITY.EXE_BOUND_0_PORTS 45712562 567843
CYCLE_ACTIVITY.STALLS_L1D_MISS 16816957 2654874
CYCLE_ACTIVITY.STALLS_L2_MISS 1366491 974227
CYCLE_ACTIVITY.STALLS_L3_MISS 1095301 747535
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 25975
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1333631 857018


CPU_CLK_UNHALTED 2759591598 8061775
INST_RETIRED 3346172034 20801539
MEM_INST_RETIRED.ALL_LOADS 904114248 14297229
MEM_INST_RETIRED.ALL_STORES 313716855 5324527
L1D.REPLACEMENT 12807067 1827738
L2_LINES_IN.ALL 87840 166966
IDQ_UOPS_NOT_DELIVERED.CORE 3364578401 15878436
UOPS_ISSUED.ANY 5683644455 20337502
INT_MISC.RECOVERY_CYCLES_ANY 302326783 4420253
UOPS_RETIRED.RETIRE_SLOTS 3494753115 31138946
CYCLE_ACTIVITY.STALLS_MEM_ANY 378699949 3599671
EXE_ACTIVITY.BOUND_ON_STORES 107344 122964
EXE_ACTIVITY.1_PORTS_UTIL 404193027 4154486
EXE_ACTIVITY.2_PORTS_UTIL 497193316 7752672
EXE_ACTIVITY.EXE_BOUND_0_PORTS 49490084 606444
CYCLE_ACTIVITY.STALLS_L1D_MISS 18317472 2855981
CYCLE_ACTIVITY.STALLS_L2_MISS 1487740 1019546
CYCLE_ACTIVITY.STALLS_L3_MISS 1197597 783559
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 27094
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1453547 897185


CPU_CLK_UNHALTED 2968227131 8373484
INST_RETIRED 3598019106 22093927
MEM_INST_RETIRED.ALL_LOADS 971404710 15303678
MEM_INST_RETIRED.ALL_STORES 337063111 5696161
L1D.REPLACEMENT 14076817 2015666
L2_LINES_IN.ALL 92056 173753
IDQ_UOPS_NOT_DELIVERED.CORE 3619076194 20771120
UOPS_ISSUED.ANY 6118227592 22011940
INT_MISC.RECOVERY_CYCLES_ANY 324563324 5345964
UOPS_RETIRED.RETIRE_SLOTS 3761683468 35171612
CYCLE_ACTIVITY.STALLS_MEM_ANY 407398846 3888299
EXE_ACTIVITY.BOUND_ON_STORES 159092 313310
EXE_ACTIVITY.1_PORTS_UTIL 435660206 4729115
EXE_ACTIVITY.2_PORTS_UTIL 535533566 8174464
EXE_ACTIVITY.EXE_BOUND_0_PORTS 53303046 637041
CYCLE_ACTIVITY.STALLS_L1D_MISS 20013575 3144503
CYCLE_ACTIVITY.STALLS_L2_MISS 1638513 1065114
CYCLE_ACTIVITY.STALLS_L3_MISS 1323523 821250
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 28054
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1603187 939335


CPU_CLK_UNHALTED 3176842017 8675588
INST_RETIRED 3849545166 23894218
MEM_INST_RETIRED.ALL_LOADS 1039406070 16464235
MEM_INST_RETIRED.ALL_STORES 360730544 6156220
L1D.REPLACEMENT 15124907 2134894
L2_LINES_IN.ALL 94290 179700
IDQ_UOPS_NOT_DELIVERED.CORE 3875603019 21893431
UOPS_ISSUED.ANY 6550234066 23651092
INT_MISC.RECOVERY_CYCLES_ANY 347539654 5575708
UOPS_RETIRED.RETIRE_SLOTS 4027610091 36850753
CYCLE_ACTIVITY.STALLS_MEM_ANY 436389098 4053119
EXE_ACTIVITY.BOUND_ON_STORES 163878 324595
EXE_ACTIVITY.1_PORTS_UTIL 466823167 4990483
EXE_ACTIVITY.2_PORTS_UTIL 573741633 8590086
EXE_ACTIVITY.EXE_BOUND_0_PORTS 57139613 679878
CYCLE_ACTIVITY.STALLS_L1D_MISS 21482287 3280056
CYCLE_ACTIVITY.STALLS_L2_MISS 1756572 1102407
CYCLE_ACTIVITY.STALLS_L3_MISS 1422827 852116
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 28854
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1726403 974025


CPU_CLK_UNHALTED 3385472296 8967189
INST_RETIRED 4103009672 25354800
MEM_INST_RETIRED.ALL_LOADS 1107679427 17189330
MEM_INST_RETIRED.ALL_STORES 384453914 6415805
L1D.REPLACEMENT 16194718 2227803
L2_LINES_IN.ALL 98135 185774
IDQ_UOPS_NOT_DELIVERED.CORE 4132121005 23003017
UOPS_ISSUED.ANY 6983543844 24679766
INT_MISC.RECOVERY_CYCLES_ANY 370383997 5791685
UOPS_RETIRED.RETIRE_SLOTS 4294704154 38441063
CYCLE_ACTIVITY.STALLS_MEM_ANY 465272651 4199336
EXE_ACTIVITY.BOUND_ON_STORES 169104 335729
EXE_ACTIVITY.1_PORTS_UTIL 497887003 5239499
EXE_ACTIVITY.2_PORTS_UTIL 611817051 8951698
EXE_ACTIVITY.EXE_BOUND_0_PORTS 60936186 713381
CYCLE_ACTIVITY.STALLS_L1D_MISS 23123839 3529986
CYCLE_ACTIVITY.STALLS_L2_MISS 1870432 1142283
CYCLE_ACTIVITY.STALLS_L3_MISS 1518954 883148
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 29494
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1839677 1009514


CPU_CLK_UNHALTED 3594099093 9250420
INST_RETIRED 4356758316 26444636
MEM_INST_RETIRED.ALL_LOADS 1176188915 17796687
MEM_INST_RETIRED.ALL_STORES 408331547 6651639
L1D.REPLACEMENT 17233936 2341654
L2_LINES_IN.ALL 100621 192156
IDQ_UOPS_NOT_DELIVERED.CORE 4388398657 23945939
UOPS_ISSUED.ANY 7416849891 25920339
INT_MISC.RECOVERY_CYCLES_ANY 393036271 6135498
UOPS_RETIRED.RETIRE_SLOTS 4564354983 41706989
CYCLE_ACTIVITY.STALLS_MEM_ANY 493969465 4441194
EXE_ACTIVITY.BOUND_ON_STORES 177225 346954
EXE_ACTIVITY.1_PORTS_UTIL 528983229 5493495
EXE_ACTIVITY.2_PORTS_UTIL 650323895 9509303
EXE_ACTIVITY.EXE_BOUND_0_PORTS 64707508 750912
CYCLE_ACTIVITY.STALLS_L1D_MISS 24615367 3688264
CYCLE_ACTIVITY.STALLS_L2_MISS 1948760 1187550
CYCLE_ACTIVITY.STALLS_L3_MISS 1586081 919158
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 29974
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 1920478 1050846


CPU_CLK_UNHALTED 3802545764 9524935
INST_RETIRED 4611769100 31839044
MEM_INST_RETIRED.ALL_LOADS 1246738115 21677647
MEM_INST_RETIRED.ALL_STORES 433535931 11241777
L1D.REPLACEMENT 18115990 2701398
L2_LINES_IN.ALL 163471 463267
IDQ_UOPS_NOT_DELIVERED.CORE 4644162930 24717667
UOPS_ISSUED.ANY 7847939134 27638307
INT_MISC.RECOVERY_CYCLES_ANY 416552778 6777474
UOPS_RETIRED.RETIRE_SLOTS 4827055547 46661705
CYCLE_ACTIVITY.STALLS_MEM_ANY 523325214 5058964
EXE_ACTIVITY.BOUND_ON_STORES 187970 358511
EXE_ACTIVITY.1_PORTS_UTIL 559404050 5972353
EXE_ACTIVITY.2_PORTS_UTIL 687182922 10733087
EXE_ACTIVITY.EXE_BOUND_0_PORTS 68512237 796288
CYCLE_ACTIVITY.STALLS_L1D_MISS 25778363 3927365
CYCLE_ACTIVITY.STALLS_L2_MISS 2137267 1369873
CYCLE_ACTIVITY.STALLS_L3_MISS 1693899 970200
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 31734
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 2044864 1099646


CPU_CLK_UNHALTED 4011014458 9819049
INST_RETIRED 4863626542 33387332
MEM_INST_RETIRED.ALL_LOADS 1315207300 22459311
MEM_INST_RETIRED.ALL_STORES 457335197 11610396
L1D.REPLACEMENT 19049268 2794567
L2_LINES_IN.ALL 170261 476194
IDQ_UOPS_NOT_DELIVERED.CORE 4901604587 26309768
UOPS_ISSUED.ANY 8279068449 28774712
INT_MISC.RECOVERY_CYCLES_ANY 439743628 7057505
UOPS_RETIRED.RETIRE_SLOTS 5091446920 48772426
CYCLE_ACTIVITY.STALLS_MEM_ANY 552440295 5324802
EXE_ACTIVITY.BOUND_ON_STORES 249793 528378
EXE_ACTIVITY.1_PORTS_UTIL 590322142 6150566
EXE_ACTIVITY.2_PORTS_UTIL 725229197 11093726
EXE_ACTIVITY.EXE_BOUND_0_PORTS 72370366 863243
CYCLE_ACTIVITY.STALLS_L1D_MISS 27112091 4053153
CYCLE_ACTIVITY.STALLS_L2_MISS 2233228 1412247
CYCLE_ACTIVITY.STALLS_L3_MISS 1773723 1001164
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 31974
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 2135734 1134893


CPU_CLK_UNHALTED 4219341766 10148835
INST_RETIRED 5115117155 34891490
MEM_INST_RETIRED.ALL_LOADS 1382599328 23765949
MEM_INST_RETIRED.ALL_STORES 480763148 12136087
L1D.REPLACEMENT 20316573 3000549
L2_LINES_IN.ALL 173860 487778
IDQ_UOPS_NOT_DELIVERED.CORE 5160547233 29216549
UOPS_ISSUED.ANY 8710362590 30912502
INT_MISC.RECOVERY_CYCLES_ANY 462579280 7325703
UOPS_RETIRED.RETIRE_SLOTS 5357217398 50378011
CYCLE_ACTIVITY.STALLS_MEM_ANY 581207702 5537610
EXE_ACTIVITY.BOUND_ON_STORES 264256 544710
EXE_ACTIVITY.1_PORTS_UTIL 621523683 6448065
EXE_ACTIVITY.2_PORTS_UTIL 763840790 11922178
EXE_ACTIVITY.EXE_BOUND_0_PORTS 76232512 935796
CYCLE_ACTIVITY.STALLS_L1D_MISS 28540553 4175670
CYCLE_ACTIVITY.STALLS_L2_MISS 2334033 1454257
CYCLE_ACTIVITY.STALLS_L3_MISS 1860954 1032897
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4264 33654
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 2236057 1170580


CPU_CLK_UNHALTED 4427919619 10404842
INST_RETIRED 5366570122 36310450
MEM_INST_RETIRED.ALL_LOADS 1450262237 24868492
MEM_INST_RETIRED.ALL_STORES 504180738 12622088
L1D.REPLACEMENT 21530305 3184708
