here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
INT_MISC.RECOVERY_CYCLES_ANY 2450588 1056796
UOPS_RETIRED.RETIRE_SLOTS 1078236704 115349937
CYCLE_ACTIVITY.STALLS_MEM_ANY 62539782 12361911
EXE_ACTIVITY.BOUND_ON_STORES 7083602 20369679
EXE_ACTIVITY.1_PORTS_UTIL 184571068 42877563
EXE_ACTIVITY.2_PORTS_UTIL 160751930 34635643
EXE_ACTIVITY.EXE_BOUND_0_PORTS 43147376 19166726
CYCLE_ACTIVITY.STALLS_L1D_MISS 8189365 8123495
CYCLE_ACTIVITY.STALLS_L2_MISS 4046108 3376646
CYCLE_ACTIVITY.STALLS_L3_MISS 3855776 3192070
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 156051 234226
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 4599327 3907776


CPU_CLK_UNHALTED 832610821 30213441
INST_RETIRED 1401889353 67550632
MEM_INST_RETIRED.ALL_LOADS 329932413 97796515
MEM_INST_RETIRED.ALL_STORES 115531172 10316738
L1D.REPLACEMENT 28568181 9486778
L2_LINES_IN.ALL 3476813 1098365
IDQ_UOPS_NOT_DELIVERED.CORE 318242565 95952264
UOPS_ISSUED.ANY 1395435675 45833858
INT_MISC.RECOVERY_CYCLES_ANY 3331096 1257107
UOPS_RETIRED.RETIRE_SLOTS 1387115979 148662562
CYCLE_ACTIVITY.STALLS_MEM_ANY 75788983 14084957
EXE_ACTIVITY.BOUND_ON_STORES 8632822 22829364
EXE_ACTIVITY.1_PORTS_UTIL 216010912 53310406
EXE_ACTIVITY.2_PORTS_UTIL 197984243 38748355
EXE_ACTIVITY.EXE_BOUND_0_PORTS 44369474 26374494
CYCLE_ACTIVITY.STALLS_L1D_MISS 14186081 11136520
CYCLE_ACTIVITY.STALLS_L2_MISS 7033156 4949570
CYCLE_ACTIVITY.STALLS_L3_MISS 6754607 4740558
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 315530 328522
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 8109491 5780927


CPU_CLK_UNHALTED 1017760062 59867292
INST_RETIRED 1671140210 92377878
MEM_INST_RETIRED.ALL_LOADS 428147361 124951449
MEM_INST_RETIRED.ALL_STORES 140809176 12997665
L1D.REPLACEMENT 50718058 29501372
L2_LINES_IN.ALL 5433746 2409673
IDQ_UOPS_NOT_DELIVERED.CORE 371626923 139458968
UOPS_ISSUED.ANY 1678798494 52989228
INT_MISC.RECOVERY_CYCLES_ANY 3737819 1692048
UOPS_RETIRED.RETIRE_SLOTS 1674701480 166880098
CYCLE_ACTIVITY.STALLS_MEM_ANY 111660772 59639468
EXE_ACTIVITY.BOUND_ON_STORES 15195866 28068963
EXE_ACTIVITY.1_PORTS_UTIL 253556461 60036811
EXE_ACTIVITY.2_PORTS_UTIL 242918177 45698660
EXE_ACTIVITY.EXE_BOUND_0_PORTS 47067593 30906266
CYCLE_ACTIVITY.STALLS_L1D_MISS 45972377 68307375
CYCLE_ACTIVITY.STALLS_L2_MISS 38156099 67625154
CYCLE_ACTIVITY.STALLS_L3_MISS 36800618 63914746
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 9807576 26742045
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 45239401 80121978


CPU_CLK_UNHALTED 1226240050 91389387
INST_RETIRED 1920368576 104049871
MEM_INST_RETIRED.ALL_LOADS 537728867 157781958
MEM_INST_RETIRED.ALL_STORES 168839006 17117202
L1D.REPLACEMENT 83550974 48239432
L2_LINES_IN.ALL 8157236 3759509
IDQ_UOPS_NOT_DELIVERED.CORE 380970894 181054391
UOPS_ISSUED.ANY 1957466248 57623451
INT_MISC.RECOVERY_CYCLES_ANY 3768273 2163644
UOPS_RETIRED.RETIRE_SLOTS 1953062707 179908846
CYCLE_ACTIVITY.STALLS_MEM_ANY 165413810 94953520
EXE_ACTIVITY.BOUND_ON_STORES 25763032 34153563
EXE_ACTIVITY.1_PORTS_UTIL 295624343 64867689
EXE_ACTIVITY.2_PORTS_UTIL 293789280 53493970
EXE_ACTIVITY.EXE_BOUND_0_PORTS 50737929 34285419
CYCLE_ACTIVITY.STALLS_L1D_MISS 94833487 109863847
CYCLE_ACTIVITY.STALLS_L2_MISS 78615140 99455625
CYCLE_ACTIVITY.STALLS_L3_MISS 75377910 93807406
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 17839622 31541788
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 94160155 118823042


CPU_CLK_UNHALTED 1434652047 24914899
INST_RETIRED 2148068115 91860471
MEM_INST_RETIRED.ALL_LOADS 633460960 180488859
MEM_INST_RETIRED.ALL_STORES 207591215 37417150
L1D.REPLACEMENT 112819456 58917329
L2_LINES_IN.ALL 12152461 6206151
IDQ_UOPS_NOT_DELIVERED.CORE 387497244 217680197
UOPS_ISSUED.ANY 2192331386 154496712
INT_MISC.RECOVERY_CYCLES_ANY 4139686 2528473
UOPS_RETIRED.RETIRE_SLOTS 2190319385 68218560
CYCLE_ACTIVITY.STALLS_MEM_ANY 230598231 138224573
EXE_ACTIVITY.BOUND_ON_STORES 45549338 52647080
EXE_ACTIVITY.1_PORTS_UTIL 327902339 75435853
EXE_ACTIVITY.2_PORTS_UTIL 327477269 63314655
EXE_ACTIVITY.EXE_BOUND_0_PORTS 51376776 39212016
CYCLE_ACTIVITY.STALLS_L1D_MISS 156142858 170447927
CYCLE_ACTIVITY.STALLS_L2_MISS 94581480 110289273
CYCLE_ACTIVITY.STALLS_L3_MISS 90396153 104285717
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 19479845 34471252
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 113130071 131951458


CPU_CLK_UNHALTED 1643169548 62802239
INST_RETIRED 2491534298 31513293
MEM_INST_RETIRED.ALL_LOADS 755082518 216449229
MEM_INST_RETIRED.ALL_STORES 238793867 42392768
L1D.REPLACEMENT 136666546 64802176
L2_LINES_IN.ALL 14140732 6667171
IDQ_UOPS_NOT_DELIVERED.CORE 476189203 106169779
UOPS_ISSUED.ANY 2541561202 125414890
INT_MISC.RECOVERY_CYCLES_ANY 4346604 2765062
UOPS_RETIRED.RETIRE_SLOTS 2540663488 210989447
CYCLE_ACTIVITY.STALLS_MEM_ANY 271407188 148477664
EXE_ACTIVITY.BOUND_ON_STORES 57864867 57536797
EXE_ACTIVITY.1_PORTS_UTIL 365717407 80366148
EXE_ACTIVITY.2_PORTS_UTIL 368515948 67098440
EXE_ACTIVITY.EXE_BOUND_0_PORTS 51890849 43633826
CYCLE_ACTIVITY.STALLS_L1D_MISS 193402094 185248847
CYCLE_ACTIVITY.STALLS_L2_MISS 130387703 130069343
CYCLE_ACTIVITY.STALLS_L3_MISS 125395870 124212287
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 33722313 51298892
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 159064883 158045772


CPU_CLK_UNHALTED 1851694146 85702500
INST_RETIRED 2847767313 82898838
MEM_INST_RETIRED.ALL_LOADS 880214507 93905998
MEM_INST_RETIRED.ALL_STORES 270039920 46831503
L1D.REPLACEMENT 160480432 70260551
L2_LINES_IN.ALL 16020758 7057107
IDQ_UOPS_NOT_DELIVERED.CORE 572548992 153881051
UOPS_ISSUED.ANY 2904116202 241529274
INT_MISC.RECOVERY_CYCLES_ANY 4556829 2983742
UOPS_RETIRED.RETIRE_SLOTS 2899931084 161749294
CYCLE_ACTIVITY.STALLS_MEM_ANY 310769536 157981443
EXE_ACTIVITY.BOUND_ON_STORES 69033802 61786442
EXE_ACTIVITY.1_PORTS_UTIL 403825857 84944983
EXE_ACTIVITY.2_PORTS_UTIL 410016397 70653514
EXE_ACTIVITY.EXE_BOUND_0_PORTS 52396177 47639019
CYCLE_ACTIVITY.STALLS_L1D_MISS 228806595 197910097
CYCLE_ACTIVITY.STALLS_L2_MISS 160290159 142084743
CYCLE_ACTIVITY.STALLS_L3_MISS 154403837 136180780
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 41777249 55188437
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 198188681 174503663


CPU_CLK_UNHALTED 2056502352 102144051
INST_RETIRED 3167321981 78252037
MEM_INST_RETIRED.ALL_LOADS 1006976162 141793796
MEM_INST_RETIRED.ALL_STORES 302199458 53772788
L1D.REPLACEMENT 182628495 75137395
L2_LINES_IN.ALL 18737716 9151571
IDQ_UOPS_NOT_DELIVERED.CORE 639464238 190103676
UOPS_ISSUED.ANY 3225387015 154573503
INT_MISC.RECOVERY_CYCLES_ANY 4707803 3222662
UOPS_RETIRED.RETIRE_SLOTS 3193778170 113435470
CYCLE_ACTIVITY.STALLS_MEM_ANY 370936894 202056067
EXE_ACTIVITY.BOUND_ON_STORES 80513009 67857845
EXE_ACTIVITY.1_PORTS_UTIL 439286178 90771537
EXE_ACTIVITY.2_PORTS_UTIL 448115353 75854417
EXE_ACTIVITY.EXE_BOUND_0_PORTS 53455829 51072044
CYCLE_ACTIVITY.STALLS_L1D_MISS 276004815 219492028
CYCLE_ACTIVITY.STALLS_L2_MISS 196755833 158439221
CYCLE_ACTIVITY.STALLS_L3_MISS 189987619 152592522
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 51281429 59585404
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 243419583 194278696


CPU_CLK_UNHALTED 2254706663 110938207
INST_RETIRED 3425999803 94621068
MEM_INST_RETIRED.ALL_LOADS 1154885481 215006792
MEM_INST_RETIRED.ALL_STORES 328438592 56397288
L1D.REPLACEMENT 207630445 80407141
L2_LINES_IN.ALL 19893926 9621628
IDQ_UOPS_NOT_DELIVERED.CORE 667384696 213375717
UOPS_ISSUED.ANY 3518363504 161700065
INT_MISC.RECOVERY_CYCLES_ANY 4872200 3433216
UOPS_RETIRED.RETIRE_SLOTS 3484388951 118934801
CYCLE_ACTIVITY.STALLS_MEM_ANY 414777571 212392176
EXE_ACTIVITY.BOUND_ON_STORES 80519398 73432476
EXE_ACTIVITY.1_PORTS_UTIL 480317835 94864064
EXE_ACTIVITY.2_PORTS_UTIL 494274578 80499305
EXE_ACTIVITY.EXE_BOUND_0_PORTS 56939707 53420687
CYCLE_ACTIVITY.STALLS_L1D_MISS 311242189 230685954
CYCLE_ACTIVITY.STALLS_L2_MISS 226505414 168989352
CYCLE_ACTIVITY.STALLS_L3_MISS 218679467 163046214
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 51843857 62981149
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 277639652 205976608


CPU_CLK_UNHALTED 2452192026 118925617
INST_RETIRED 3683854701 108463779
MEM_INST_RETIRED.ALL_LOADS 1302350345 25331269
MEM_INST_RETIRED.ALL_STORES 354508998 58907307
L1D.REPLACEMENT 232671379 85353691
L2_LINES_IN.ALL 21017935 10068629
IDQ_UOPS_NOT_DELIVERED.CORE 695330064 234426320
UOPS_ISSUED.ANY 3811297504 168353124
INT_MISC.RECOVERY_CYCLES_ANY 5031093 3635006
UOPS_RETIRED.RETIRE_SLOTS 3776757998 124406341
CYCLE_ACTIVITY.STALLS_MEM_ANY 458243226 222318994
EXE_ACTIVITY.BOUND_ON_STORES 80524588 78622954
EXE_ACTIVITY.1_PORTS_UTIL 521363546 98790506
EXE_ACTIVITY.2_PORTS_UTIL 540471931 84915594
EXE_ACTIVITY.EXE_BOUND_0_PORTS 60405885 55672519
CYCLE_ACTIVITY.STALLS_L1D_MISS 346798387 241422348
CYCLE_ACTIVITY.STALLS_L2_MISS 256657006 178702806
CYCLE_ACTIVITY.STALLS_L3_MISS 247799251 172679053
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 52805125 66241625
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 312297474 216850074


CPU_CLK_UNHALTED 2650842243 126733914
INST_RETIRED 3943055361 120445754
MEM_INST_RETIRED.ALL_LOADS 1450740697 148773757
MEM_INST_RETIRED.ALL_STORES 380742760 61310690
L1D.REPLACEMENT 257715438 90024058
L2_LINES_IN.ALL 22143523 10497304
IDQ_UOPS_NOT_DELIVERED.CORE 723295377 253760494
UOPS_ISSUED.ANY 4103749616 174752552
INT_MISC.RECOVERY_CYCLES_ANY 5190833 3825641
UOPS_RETIRED.RETIRE_SLOTS 4068618259 129626572
CYCLE_ACTIVITY.STALLS_MEM_ANY 501851575 231853847
EXE_ACTIVITY.BOUND_ON_STORES 80527197 83500933
EXE_ACTIVITY.1_PORTS_UTIL 562363705 102563730
EXE_ACTIVITY.2_PORTS_UTIL 586564380 89060204
EXE_ACTIVITY.EXE_BOUND_0_PORTS 63857274 57840695
CYCLE_ACTIVITY.STALLS_L1D_MISS 382619602 251778919
CYCLE_ACTIVITY.STALLS_L2_MISS 287410247 188162210
CYCLE_ACTIVITY.STALLS_L3_MISS 277518552 182068000
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 53962821 69295573
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 347628471 227444541


CPU_CLK_UNHALTED 2848263301 133784771
INST_RETIRED 4200564461 132135223
MEM_INST_RETIRED.ALL_LOADS 1598364735 208981313
MEM_INST_RETIRED.ALL_STORES 406839385 63627708
L1D.REPLACEMENT 282743284 94470573
L2_LINES_IN.ALL 23268322 10908678
IDQ_UOPS_NOT_DELIVERED.CORE 751252444 271715024
UOPS_ISSUED.ANY 4396440328 181022889
INT_MISC.RECOVERY_CYCLES_ANY 5344747 4008848
UOPS_RETIRED.RETIRE_SLOTS 4361033866 134763157
CYCLE_ACTIVITY.STALLS_MEM_ANY 545420473 241000771
EXE_ACTIVITY.BOUND_ON_STORES 80536081 88108997
EXE_ACTIVITY.1_PORTS_UTIL 603519007 106215445
EXE_ACTIVITY.2_PORTS_UTIL 632924737 93142507
EXE_ACTIVITY.EXE_BOUND_0_PORTS 67333138 59923957
CYCLE_ACTIVITY.STALLS_L1D_MISS 417651329 261502272
CYCLE_ACTIVITY.STALLS_L2_MISS 317879308 197051749
CYCLE_ACTIVITY.STALLS_L3_MISS 306941119 190884076
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 54907669 72290811
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 382616276 237441674


CPU_CLK_UNHALTED 3045943291 140592952
INST_RETIRED 4458511784 142630224
MEM_INST_RETIRED.ALL_LOADS 1746115903 256165699
MEM_INST_RETIRED.ALL_STORES 432961313 65864609
L1D.REPLACEMENT 307772488 98718004
L2_LINES_IN.ALL 24392669 11305971
IDQ_UOPS_NOT_DELIVERED.CORE 779109929 288618979
UOPS_ISSUED.ANY 4688881274 186906171
INT_MISC.RECOVERY_CYCLES_ANY 5501014 4184460
UOPS_RETIRED.RETIRE_SLOTS 4653499557 139651652
CYCLE_ACTIVITY.STALLS_MEM_ANY 588601636 249706906
EXE_ACTIVITY.BOUND_ON_STORES 80536550 92498179
EXE_ACTIVITY.1_PORTS_UTIL 644629984 109742089
EXE_ACTIVITY.2_PORTS_UTIL 679118773 96973814
EXE_ACTIVITY.EXE_BOUND_0_PORTS 70826449 61935526
CYCLE_ACTIVITY.STALLS_L1D_MISS 453047713 270970057
CYCLE_ACTIVITY.STALLS_L2_MISS 348587395 205651643
CYCLE_ACTIVITY.STALLS_L3_MISS 336611873 199419814
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 56058491 75103852
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 417871258 247129074


CPU_CLK_UNHALTED 3190376761 116733105
INST_RETIRED 4593180611 117997178
MEM_INST_RETIRED.ALL_LOADS 1809884257 150988050
MEM_INST_RETIRED.ALL_STORES 450241640 76086854
L1D.REPLACEMENT 323271904 104031418
L2_LINES_IN.ALL 25787434 11854201
IDQ_UOPS_NOT_DELIVERED.CORE 803329548 311674346
UOPS_ISSUED.ANY 4855820074 13851325
INT_MISC.RECOVERY_CYCLES_ANY 6198935 4745565
UOPS_RETIRED.RETIRE_SLOTS 4827149907 170999707
CYCLE_ACTIVITY.STALLS_MEM_ANY 627242710 274042549
EXE_ACTIVITY.BOUND_ON_STORES 103569114 147329967
EXE_ACTIVITY.1_PORTS_UTIL 665933318 138353654
EXE_ACTIVITY.2_PORTS_UTIL 703774285 128973299
EXE_ACTIVITY.EXE_BOUND_0_PORTS 72961694 64325483
CYCLE_ACTIVITY.STALLS_L1D_MISS 482878523 295113412
CYCLE_ACTIVITY.STALLS_L2_MISS 375674659 234243040
CYCLE_ACTIVITY.STALLS_L3_MISS 363020347 227540533
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 56443018 78091092
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 450756488 283742847


CPU_CLK_UNHALTED 3286442226 60388702
INST_RETIRED 4614139550 168297075
MEM_INST_RETIRED.ALL_LOADS 1818972995 124780077
MEM_INST_RETIRED.ALL_STORES 460099985 94263186
L1D.REPLACEMENT 333818131 108966360
L2_LINES_IN.ALL 26836206 12248367
IDQ_UOPS_NOT_DELIVERED.CORE 810955536 112180669
UOPS_ISSUED.ANY 4887362920 223245184
INT_MISC.RECOVERY_CYCLES_ANY 7355098 5545599
UOPS_RETIRED.RETIRE_SLOTS 4854952059 308960589
CYCLE_ACTIVITY.STALLS_MEM_ANY 635430034 297501912
EXE_ACTIVITY.BOUND_ON_STORES 162610109 230728317
EXE_ACTIVITY.1_PORTS_UTIL 672465654 178548620
EXE_ACTIVITY.2_PORTS_UTIL 710650511 175297297
EXE_ACTIVITY.EXE_BOUND_0_PORTS 74420823 66817019
CYCLE_ACTIVITY.STALLS_L1D_MISS 483853022 317062276
CYCLE_ACTIVITY.STALLS_L2_MISS 375960044 251600072
CYCLE_ACTIVITY.STALLS_L3_MISS 363242228 244066496
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 56443018 81118393
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 451063912 304541994


CPU_CLK_UNHALTED 3375342315 130354420
INST_RETIRED 4803492539 51435267
MEM_INST_RETIRED.ALL_LOADS 1873900541 303605511
MEM_INST_RETIRED.ALL_STORES 468310934 113273573
L1D.REPLACEMENT 336025063 119269028
L2_LINES_IN.ALL 28128205 12631492
IDQ_UOPS_NOT_DELIVERED.CORE 886258492 323309613
UOPS_ISSUED.ANY 5154152412 291508873
INT_MISC.RECOVERY_CYCLES_ANY 8465956 6417968
UOPS_RETIRED.RETIRE_SLOTS 5130146007 311280380
CYCLE_ACTIVITY.STALLS_MEM_ANY 646420523 316640120
EXE_ACTIVITY.BOUND_ON_STORES 164229342 238701458
EXE_ACTIVITY.1_PORTS_UTIL 677432937 213363400
EXE_ACTIVITY.2_PORTS_UTIL 722104586 206372853
EXE_ACTIVITY.EXE_BOUND_0_PORTS 75652039 69280798
CYCLE_ACTIVITY.STALLS_L1D_MISS 496995930 330440196
CYCLE_ACTIVITY.STALLS_L2_MISS 390017261 261335536
CYCLE_ACTIVITY.STALLS_L3_MISS 377031129 253527872
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 62292283 85097658
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 465242147 316535180


CPU_CLK_UNHALTED 3425984506 167200923
INST_RETIRED 4809212890 120764965
MEM_INST_RETIRED.ALL_LOADS 1874810625 300343583
MEM_INST_RETIRED.ALL_STORES 469216014 141121649
L1D.REPLACEMENT 337733680 129140507
L2_LINES_IN.ALL 29826626 12973035
IDQ_UOPS_NOT_DELIVERED.CORE 907690010 343652242
UOPS_ISSUED.ANY 5187241948 219787279
INT_MISC.RECOVERY_CYCLES_ANY 10620346 9224707
UOPS_RETIRED.RETIRE_SLOTS 5153538802 38039682
CYCLE_ACTIVITY.STALLS_MEM_ANY 662927384 330632728
EXE_ACTIVITY.BOUND_ON_STORES 165104376 246408253
EXE_ACTIVITY.1_PORTS_UTIL 682901239 242935981
EXE_ACTIVITY.2_PORTS_UTIL 725902553 243226739
EXE_ACTIVITY.EXE_BOUND_0_PORTS 78797641 71249306
CYCLE_ACTIVITY.STALLS_L1D_MISS 517338818 339694542
CYCLE_ACTIVITY.STALLS_L2_MISS 409582676 268253406
CYCLE_ACTIVITY.STALLS_L3_MISS 396295607 260342852
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 70192698 89210220
