here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
UOPS_RETIRED.RETIRE_SLOTS 59783148 163166
CYCLE_ACTIVITY.STALLS_MEM_ANY 1613936 204634
EXE_ACTIVITY.BOUND_ON_STORES 14100982 49832
EXE_ACTIVITY.1_PORTS_UTIL 15445806 51922
EXE_ACTIVITY.2_PORTS_UTIL 16249368 53435
EXE_ACTIVITY.EXE_BOUND_0_PORTS 13435080 20145
CYCLE_ACTIVITY.STALLS_L1D_MISS 195090 12368
CYCLE_ACTIVITY.STALLS_L2_MISS 203945 5181
CYCLE_ACTIVITY.STALLS_L3_MISS 5348 3317
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 7956 5351


CPU_CLK_UNHALTED 175481225 438701
INST_RETIRED 109811 199
MEM_INST_RETIRED.ALL_LOADS 73 0
MEM_INST_RETIRED.ALL_STORES 5 0
L1D.REPLACEMENT 26645 3323
L2_LINES_IN.ALL 231593 1038
IDQ_UOPS_NOT_DELIVERED.CORE 164272179 462721
UOPS_ISSUED.ANY 124963572 303567
INT_MISC.RECOVERY_CYCLES_ANY 11350878 31673
UOPS_RETIRED.RETIRE_SLOTS 86218364 210874
CYCLE_ACTIVITY.STALLS_MEM_ANY 2216030 299690
EXE_ACTIVITY.BOUND_ON_STORES 45613852 64808
EXE_ACTIVITY.1_PORTS_UTIL 22729329 157340
EXE_ACTIVITY.2_PORTS_UTIL 23872926 1015654
EXE_ACTIVITY.EXE_BOUND_0_PORTS 19726757 1366028
CYCLE_ACTIVITY.STALLS_L1D_MISS 365485 297577
CYCLE_ACTIVITY.STALLS_L2_MISS 306617 23462
CYCLE_ACTIVITY.STALLS_L3_MISS 14252 27025
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 17078 28413


CPU_CLK_UNHALTED 384782172 82982559
INST_RETIRED 109732 37944
MEM_INST_RETIRED.ALL_LOADS 72 0
MEM_INST_RETIRED.ALL_STORES 5 0
L1D.REPLACEMENT 11179269 12608939
L2_LINES_IN.ALL 11381238 12567497
IDQ_UOPS_NOT_DELIVERED.CORE 160513703 72331176
UOPS_ISSUED.ANY 139361582 33690442
INT_MISC.RECOVERY_CYCLES_ANY 11432580 5289511
UOPS_RETIRED.RETIRE_SLOTS 102523756 16866705
CYCLE_ACTIVITY.STALLS_MEM_ANY 2231329 1123143
EXE_ACTIVITY.BOUND_ON_STORES 244833641 11787991
EXE_ACTIVITY.1_PORTS_UTIL 30726604 903171
EXE_ACTIVITY.2_PORTS_UTIL 26885930 6943621
EXE_ACTIVITY.EXE_BOUND_0_PORTS 20231189 8767450
CYCLE_ACTIVITY.STALLS_L1D_MISS 883298 688098
CYCLE_ACTIVITY.STALLS_L2_MISS 734358 537189
CYCLE_ACTIVITY.STALLS_L3_MISS 353565 536090
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 394710 579778


CPU_CLK_UNHALTED 592703994 92940602
INST_RETIRED 348917380 71082333
MEM_INST_RETIRED.ALL_LOADS 89027824 60481382
MEM_INST_RETIRED.ALL_STORES 39330838 54203355
L1D.REPLACEMENT 12589289 14579950
L2_LINES_IN.ALL 12127162 14722993
IDQ_UOPS_NOT_DELIVERED.CORE 383609116 77794264
UOPS_ISSUED.ANY 605361336 108306514
INT_MISC.RECOVERY_CYCLES_ANY 24014014 17145155
UOPS_RETIRED.RETIRE_SLOTS 483692946 144188464
CYCLE_ACTIVITY.STALLS_MEM_ANY 31563568 47166595
EXE_ACTIVITY.BOUND_ON_STORES 238490403 90723754
EXE_ACTIVITY.1_PORTS_UTIL 58447821 31465046
EXE_ACTIVITY.2_PORTS_UTIL 66602265 52633669
EXE_ACTIVITY.EXE_BOUND_0_PORTS 22567712 10834010
CYCLE_ACTIVITY.STALLS_L1D_MISS 13996779 21020296
CYCLE_ACTIVITY.STALLS_L2_MISS 12749434 18784505
CYCLE_ACTIVITY.STALLS_L3_MISS 10073228 15221919
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 9318663 15631826


CPU_CLK_UNHALTED 801149042 82120599
INST_RETIRED 723433273 102876661
MEM_INST_RETIRED.ALL_LOADS 183592924 72932591
MEM_INST_RETIRED.ALL_STORES 82263602 78951876
L1D.REPLACEMENT 13488909 15763843
L2_LINES_IN.ALL 12308616 16090674
IDQ_UOPS_NOT_DELIVERED.CORE 609652116 186079273
UOPS_ISSUED.ANY 1068554591 83524324
INT_MISC.RECOVERY_CYCLES_ANY 37587732 24438575
UOPS_RETIRED.RETIRE_SLOTS 848182866 61278439
CYCLE_ACTIVITY.STALLS_MEM_ANY 61665225 67040589
EXE_ACTIVITY.BOUND_ON_STORES 238491202 125969668
EXE_ACTIVITY.1_PORTS_UTIL 85792576 44571322
EXE_ACTIVITY.2_PORTS_UTIL 103448891 71695791
EXE_ACTIVITY.EXE_BOUND_0_PORTS 25122228 12473114
CYCLE_ACTIVITY.STALLS_L1D_MISS 27466356 29953012
CYCLE_ACTIVITY.STALLS_L2_MISS 25479670 28033284
CYCLE_ACTIVITY.STALLS_L3_MISS 20222113 22527492
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 21090826 25181089


CPU_CLK_UNHALTED 1008890604 90482120
INST_RETIRED 1093193993 115068459
MEM_INST_RETIRED.ALL_LOADS 276862393 29513046
MEM_INST_RETIRED.ALL_STORES 124187446 96943607
L1D.REPLACEMENT 14426316 17098551
L2_LINES_IN.ALL 12489090 17570254
IDQ_UOPS_NOT_DELIVERED.CORE 838194934 154962204
UOPS_ISSUED.ANY 1525715256 199462787
INT_MISC.RECOVERY_CYCLES_ANY 51492309 30849933
UOPS_RETIRED.RETIRE_SLOTS 1210333973 208719589
CYCLE_ACTIVITY.STALLS_MEM_ANY 92245449 83766054
EXE_ACTIVITY.BOUND_ON_STORES 238493127 155468503
EXE_ACTIVITY.1_PORTS_UTIL 113707429 55884592
EXE_ACTIVITY.2_PORTS_UTIL 140660836 87520573
EXE_ACTIVITY.EXE_BOUND_0_PORTS 27682091 13733630
CYCLE_ACTIVITY.STALLS_L1D_MISS 42227854 38789088
CYCLE_ACTIVITY.STALLS_L2_MISS 39209046 35777104
CYCLE_ACTIVITY.STALLS_L3_MISS 31202248 28734657
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 32189967 31046935


CPU_CLK_UNHALTED 1217747061 92337703
INST_RETIRED 1471051505 113971507
MEM_INST_RETIRED.ALL_LOADS 371495480 103870923
MEM_INST_RETIRED.ALL_STORES 168045060 112198007
L1D.REPLACEMENT 15339283 18370711
L2_LINES_IN.ALL 12672074 18964284
IDQ_UOPS_NOT_DELIVERED.CORE 1064437608 163779646
UOPS_ISSUED.ANY 1983445860 180689978
INT_MISC.RECOVERY_CYCLES_ANY 65519904 36246149
UOPS_RETIRED.RETIRE_SLOTS 1573201448 226777096
CYCLE_ACTIVITY.STALLS_MEM_ANY 122908194 97543098
EXE_ACTIVITY.BOUND_ON_STORES 238494098 180564133
EXE_ACTIVITY.1_PORTS_UTIL 141485237 65368718
EXE_ACTIVITY.2_PORTS_UTIL 177293740 100738652
EXE_ACTIVITY.EXE_BOUND_0_PORTS 30449098 14783148
CYCLE_ACTIVITY.STALLS_L1D_MISS 55687294 44559455
CYCLE_ACTIVITY.STALLS_L2_MISS 52116164 41501804
CYCLE_ACTIVITY.STALLS_L3_MISS 41584595 33367249
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 43453777 36313177


CPU_CLK_UNHALTED 1425843160 51321869
INST_RETIRED 1842122044 124017927
MEM_INST_RETIRED.ALL_LOADS 465013523 32739197
MEM_INST_RETIRED.ALL_STORES 210944983 125425786
L1D.REPLACEMENT 16263875 19522066
L2_LINES_IN.ALL 12861450 20222662
IDQ_UOPS_NOT_DELIVERED.CORE 1292856135 175756367
UOPS_ISSUED.ANY 2444986411 162017272
INT_MISC.RECOVERY_CYCLES_ANY 78935845 40418579
UOPS_RETIRED.RETIRE_SLOTS 1943314274 101986711
CYCLE_ACTIVITY.STALLS_MEM_ANY 152569615 108776951
EXE_ACTIVITY.BOUND_ON_STORES 238494538 202407682
EXE_ACTIVITY.1_PORTS_UTIL 169032999 73323153
EXE_ACTIVITY.2_PORTS_UTIL 214168987 112313524
EXE_ACTIVITY.EXE_BOUND_0_PORTS 33121986 16007845
CYCLE_ACTIVITY.STALLS_L1D_MISS 67567258 48744088
CYCLE_ACTIVITY.STALLS_L2_MISS 62556788 45185198
CYCLE_ACTIVITY.STALLS_L3_MISS 49756471 36287614
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 52842083 39725093


CPU_CLK_UNHALTED 1634597189 123430460
INST_RETIRED 2212081803 112625147
MEM_INST_RETIRED.ALL_LOADS 557642796 88041812
MEM_INST_RETIRED.ALL_STORES 252646609 137060096
L1D.REPLACEMENT 17171371 20654408
L2_LINES_IN.ALL 13040688 21453825
IDQ_UOPS_NOT_DELIVERED.CORE 1523777193 122087947
UOPS_ISSUED.ANY 2902295239 170554155
INT_MISC.RECOVERY_CYCLES_ANY 92663077 44642012
UOPS_RETIRED.RETIRE_SLOTS 2303006846 15476737
CYCLE_ACTIVITY.STALLS_MEM_ANY 183445352 120242095
EXE_ACTIVITY.BOUND_ON_STORES 238495996 223224084
EXE_ACTIVITY.1_PORTS_UTIL 196692049 80441759
EXE_ACTIVITY.2_PORTS_UTIL 251251083 122640842
EXE_ACTIVITY.EXE_BOUND_0_PORTS 35693771 16972829
CYCLE_ACTIVITY.STALLS_L1D_MISS 80714011 52957209
CYCLE_ACTIVITY.STALLS_L2_MISS 74886106 49359142
CYCLE_ACTIVITY.STALLS_L3_MISS 59644730 39660929
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 63708249 43441288


CPU_CLK_UNHALTED 1843180156 68532824
INST_RETIRED 2577058955 126069314
MEM_INST_RETIRED.ALL_LOADS 649880298 119643376
MEM_INST_RETIRED.ALL_STORES 295021464 147786737
L1D.REPLACEMENT 18096214 21483301
L2_LINES_IN.ALL 13221038 22370612
IDQ_UOPS_NOT_DELIVERED.CORE 1746390977 240823911
UOPS_ISSUED.ANY 3361811845 208741352
INT_MISC.RECOVERY_CYCLES_ANY 106662010 48541795
UOPS_RETIRED.RETIRE_SLOTS 2667069424 266649531
CYCLE_ACTIVITY.STALLS_MEM_ANY 214239612 130377633
EXE_ACTIVITY.BOUND_ON_STORES 238496720 241228797
EXE_ACTIVITY.1_PORTS_UTIL 224418765 87740395
EXE_ACTIVITY.2_PORTS_UTIL 287811386 132883160
EXE_ACTIVITY.EXE_BOUND_0_PORTS 38434171 18047516
CYCLE_ACTIVITY.STALLS_L1D_MISS 93109159 57102644
CYCLE_ACTIVITY.STALLS_L2_MISS 87157683 53486721
CYCLE_ACTIVITY.STALLS_L3_MISS 69473703 42988982
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 74376362 47167213


CPU_CLK_UNHALTED 2051699625 120253228
INST_RETIRED 2945472703 90906591
MEM_INST_RETIRED.ALL_LOADS 743521586 146603453
MEM_INST_RETIRED.ALL_STORES 338827434 158846775
L1D.REPLACEMENT 18980051 22711707
L2_LINES_IN.ALL 13401121 23682983
IDQ_UOPS_NOT_DELIVERED.CORE 1965727182 116526844
UOPS_ISSUED.ANY 3826001205 265300593
INT_MISC.RECOVERY_CYCLES_ANY 120515970 52473463
UOPS_RETIRED.RETIRE_SLOTS 3035406986 177166566
CYCLE_ACTIVITY.STALLS_MEM_ANY 244746300 139166489
EXE_ACTIVITY.BOUND_ON_STORES 238504166 257588401
EXE_ACTIVITY.1_PORTS_UTIL 251550230 93485790
EXE_ACTIVITY.2_PORTS_UTIL 323715359 141016505
EXE_ACTIVITY.EXE_BOUND_0_PORTS 41195805 18835672
CYCLE_ACTIVITY.STALLS_L1D_MISS 107099633 61562786
CYCLE_ACTIVITY.STALLS_L2_MISS 100893945 58025945
CYCLE_ACTIVITY.STALLS_L3_MISS 80457637 46630319
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 85564420 50404402


CPU_CLK_UNHALTED 2260263615 155866454
INST_RETIRED 3313402435 102553506
MEM_INST_RETIRED.ALL_LOADS 836778873 43966234
MEM_INST_RETIRED.ALL_STORES 382064742 30729151
L1D.REPLACEMENT 19864983 23470351
L2_LINES_IN.ALL 13578592 24511349
IDQ_UOPS_NOT_DELIVERED.CORE 2191313680 232335497
UOPS_ISSUED.ANY 4291382519 163590496
INT_MISC.RECOVERY_CYCLES_ANY 134501559 55633975
UOPS_RETIRED.RETIRE_SLOTS 3402374577 282902326
CYCLE_ACTIVITY.STALLS_MEM_ANY 276512140 149521615
EXE_ACTIVITY.BOUND_ON_STORES 238507342 275030622
EXE_ACTIVITY.1_PORTS_UTIL 278872620 99753884
EXE_ACTIVITY.2_PORTS_UTIL 359903567 150004014
EXE_ACTIVITY.EXE_BOUND_0_PORTS 44004536 19801875
CYCLE_ACTIVITY.STALLS_L1D_MISS 119474336 65253341
CYCLE_ACTIVITY.STALLS_L2_MISS 112424201 61321765
CYCLE_ACTIVITY.STALLS_L3_MISS 89711592 49294900
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 95708024 53295829


CPU_CLK_UNHALTED 2468853011 75885686
INST_RETIRED 3680555087 168833803
MEM_INST_RETIRED.ALL_LOADS 929386315 78510844
MEM_INST_RETIRED.ALL_STORES 424914820 43758966
L1D.REPLACEMENT 20795250 24564540
L2_LINES_IN.ALL 13763734 25685608
IDQ_UOPS_NOT_DELIVERED.CORE 2417467110 298646656
UOPS_ISSUED.ANY 4744095831 255741309
INT_MISC.RECOVERY_CYCLES_ANY 148154066 58606258
UOPS_RETIRED.RETIRE_SLOTS 3760311247 303244905
CYCLE_ACTIVITY.STALLS_MEM_ANY 309699911 158795990
EXE_ACTIVITY.BOUND_ON_STORES 238507554 289442261
EXE_ACTIVITY.1_PORTS_UTIL 306822046 105269749
EXE_ACTIVITY.2_PORTS_UTIL 396477174 157525447
EXE_ACTIVITY.EXE_BOUND_0_PORTS 46776764 20518256
CYCLE_ACTIVITY.STALLS_L1D_MISS 132145393 68211769
CYCLE_ACTIVITY.STALLS_L2_MISS 124968470 64697573
CYCLE_ACTIVITY.STALLS_L3_MISS 99726507 51993912
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 106604897 56169526


CPU_CLK_UNHALTED 2677431879 119455954
INST_RETIRED 4045434326 109617403
MEM_INST_RETIRED.ALL_LOADS 1021269415 104626922
MEM_INST_RETIRED.ALL_STORES 467161027 54390726
L1D.REPLACEMENT 21731786 25290611
L2_LINES_IN.ALL 13947941 26479685
IDQ_UOPS_NOT_DELIVERED.CORE 2647238688 188346299
UOPS_ISSUED.ANY 5201248441 183300631
INT_MISC.RECOVERY_CYCLES_ANY 162233947 61951447
UOPS_RETIRED.RETIRE_SLOTS 4122015111 285701373
CYCLE_ACTIVITY.STALLS_MEM_ANY 340578909 167425719
EXE_ACTIVITY.BOUND_ON_STORES 238507773 305364174
EXE_ACTIVITY.1_PORTS_UTIL 334672156 111233443
EXE_ACTIVITY.2_PORTS_UTIL 433381260 166093106
EXE_ACTIVITY.EXE_BOUND_0_PORTS 49504347 21406582
CYCLE_ACTIVITY.STALLS_L1D_MISS 144955001 71630152
CYCLE_ACTIVITY.STALLS_L2_MISS 136900504 67867958
CYCLE_ACTIVITY.STALLS_L3_MISS 109286492 54549421
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 116906238 58498463


CPU_CLK_UNHALTED 2885880936 147374125
INST_RETIRED 4411390935 66777652
MEM_INST_RETIRED.ALL_LOADS 1113559161 124117604
MEM_INST_RETIRED.ALL_STORES 508929761 62073482
L1D.REPLACEMENT 22672220 26283080
L2_LINES_IN.ALL 14132045 27545654
IDQ_UOPS_NOT_DELIVERED.CORE 2873395014 263829949
UOPS_ISSUED.ANY 5660963977 299392193
INT_MISC.RECOVERY_CYCLES_ANY 175269564 64310632
UOPS_RETIRED.RETIRE_SLOTS 4491116981 305228283
CYCLE_ACTIVITY.STALLS_MEM_ANY 371584035 174630820
EXE_ACTIVITY.BOUND_ON_STORES 238510320 318335538
EXE_ACTIVITY.1_PORTS_UTIL 362536011 116195654
EXE_ACTIVITY.2_PORTS_UTIL 470565093 173167281
EXE_ACTIVITY.EXE_BOUND_0_PORTS 52161266 22125780
CYCLE_ACTIVITY.STALLS_L1D_MISS 158701950 75140198
CYCLE_ACTIVITY.STALLS_L2_MISS 150150537 71302788
CYCLE_ACTIVITY.STALLS_L3_MISS 119923807 57322226
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 128099881 61628384


CPU_CLK_UNHALTED 3094430712 173362593
INST_RETIRED 4782488241 92739198
MEM_INST_RETIRED.ALL_LOADS 1206572546 143142672
MEM_INST_RETIRED.ALL_STORES 550848195 69558640
L1D.REPLACEMENT 23593005 26991456
L2_LINES_IN.ALL 14302421 28315879
IDQ_UOPS_NOT_DELIVERED.CORE 3103131705 322759014
UOPS_ISSUED.ANY 6118422275 308220434
INT_MISC.RECOVERY_CYCLES_ANY 189482312 67569590
UOPS_RETIRED.RETIRE_SLOTS 4849502360 221686580
CYCLE_ACTIVITY.STALLS_MEM_ANY 401854884 182392696
EXE_ACTIVITY.BOUND_ON_STORES 238511754 333077681
EXE_ACTIVITY.1_PORTS_UTIL 390540349 121645041
EXE_ACTIVITY.2_PORTS_UTIL 507723889 181031854
EXE_ACTIVITY.EXE_BOUND_0_PORTS 54957033 22939213
CYCLE_ACTIVITY.STALLS_L1D_MISS 170147981 77949750
CYCLE_ACTIVITY.STALLS_L2_MISS 160979768 73428600
CYCLE_ACTIVITY.STALLS_L3_MISS 128549950 59036959
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 137212355 63404234


CPU_CLK_UNHALTED 3302678956 28396141
INST_RETIRED 5158976814 190304531
MEM_INST_RETIRED.ALL_LOADS 1302441393 162034263
MEM_INST_RETIRED.ALL_STORES 595457551 78826470
L1D.REPLACEMENT 24476733 27768937
L2_LINES_IN.ALL 14491004 29146714
IDQ_UOPS_NOT_DELIVERED.CORE 3324813164 122546165
UOPS_ISSUED.ANY 6580403435 70350025
INT_MISC.RECOVERY_CYCLES_ANY 203320154 70046061
UOPS_RETIRED.RETIRE_SLOTS 5215397989 153499876
CYCLE_ACTIVITY.STALLS_MEM_ANY 433141646 189184316
EXE_ACTIVITY.BOUND_ON_STORES 238512573 344978627
EXE_ACTIVITY.1_PORTS_UTIL 417112851 125760286
EXE_ACTIVITY.2_PORTS_UTIL 543500296 187064725
EXE_ACTIVITY.EXE_BOUND_0_PORTS 57650736 23600585
CYCLE_ACTIVITY.STALLS_L1D_MISS 184226318 81444489
CYCLE_ACTIVITY.STALLS_L2_MISS 173238453 76573071
CYCLE_ACTIVITY.STALLS_L3_MISS 138307042 61547950
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 147517708 66195288


CPU_CLK_UNHALTED 3511334050 85816852
INST_RETIRED 5529474155 155937298
MEM_INST_RETIRED.ALL_LOADS 1395973986 177205887
MEM_INST_RETIRED.ALL_STORES 638931616 85978961
L1D.REPLACEMENT 25371892 28599136
L2_LINES_IN.ALL 14679908 30035438
IDQ_UOPS_NOT_DELIVERED.CORE 3549029769 191982100
UOPS_ISSUED.ANY 7034331330 317507255
INT_MISC.RECOVERY_CYCLES_ANY 217407315 73027339
UOPS_RETIRED.RETIRE_SLOTS 5574433291 290369338
CYCLE_ACTIVITY.STALLS_MEM_ANY 464468917 196655431
EXE_ACTIVITY.BOUND_ON_STORES 238512663 36511997
EXE_ACTIVITY.1_PORTS_UTIL 444454903 130597249
EXE_ACTIVITY.2_PORTS_UTIL 579705493 194041347
EXE_ACTIVITY.EXE_BOUND_0_PORTS 60406967 24209826
CYCLE_ACTIVITY.STALLS_L1D_MISS 198337510 84818554
CYCLE_ACTIVITY.STALLS_L2_MISS 186413126 79689618
CYCLE_ACTIVITY.STALLS_L3_MISS 148919355 64084751
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 158977278 68991346


CPU_CLK_UNHALTED 3719560997 112928615
INST_RETIRED 5895839280 172816363
MEM_INST_RETIRED.ALL_LOADS 1489409611 190774287
MEM_INST_RETIRED.ALL_STORES 682178750 92329141
L1D.REPLACEMENT 26276710 29327089
L2_LINES_IN.ALL 14872023 30814434
IDQ_UOPS_NOT_DELIVERED.CORE 3773124588 250138981
UOPS_ISSUED.ANY 7496564169 326078418
INT_MISC.RECOVERY_CYCLES_ANY 231672995 75533806
UOPS_RETIRED.RETIRE_SLOTS 5933206751 160967308
CYCLE_ACTIVITY.STALLS_MEM_ANY 496002349 203173769
EXE_ACTIVITY.BOUND_ON_STORES 238519646 59268529
EXE_ACTIVITY.1_PORTS_UTIL 471746551 134669145
EXE_ACTIVITY.2_PORTS_UTIL 615962543 199849353
EXE_ACTIVITY.EXE_BOUND_0_PORTS 63062933 25007842
CYCLE_ACTIVITY.STALLS_L1D_MISS 213683008 89267550
CYCLE_ACTIVITY.STALLS_L2_MISS 200038784 83421179
CYCLE_ACTIVITY.STALLS_L3_MISS 159819819 67083023
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 169870674 71732822


CPU_CLK_UNHALTED 3928218774 138682136
INST_RETIRED 6271483934 102788918
MEM_INST_RETIRED.ALL_LOADS 1584352924 205183413
